,ts_code,name,industry
2685,301277.SZ,新天地,化学制药
2686,301278.SZ,快可电子,电气设备
2687,301279.SZ,金道科技,机械基件
2688,301280.SZ,珠城科技,元器件
2689,301281.SZ,科源制药,化学制药
2690,301282.SZ,金禄电子,元器件
2691,301283.SZ,聚胶股份,日用化工
2692,301285.SZ,鸿日达,元器件
2693,301286.SZ,侨源股份,化工原料
2694,301287.SZ,康力源,文教休闲
2695,301288.SZ,清研环境,环境保护
2696,301289.SZ,国缆检测,电器仪表
2697,301290.SZ,东星医疗,医疗保健
2698,301291.SZ,明阳电气,电气设备
2699,301292.SZ,海科新源,化工原料
2700,301293.SZ,三博脑科,医疗保健
2701,301295.SZ,美硕科技,电气设备
2702,301296.SZ,新巨丰,广告包装
2703,301297.SZ,富乐德,半导体
2704,301298.SZ,东利机械,汽车配件
2705,301299.SZ,卓创资讯,互联网
2706,301300.SZ,远翔新材,化工原料
2707,301301.SZ,川宁生物,化学制药
2708,301302.SZ,华如科技,软件服务
2709,301303.SZ,真兰仪表,电器仪表
2710,301305.SZ,朗坤环境,环境保护
2711,301306.SZ,西测测试,综合类
2712,301307.SZ,美利信,通信设备
2713,301308.SZ,江波龙,半导体
2714,301309.SZ,万得凯,机械基件
2715,301310.SZ,鑫宏业,汽车配件
2716,301311.SZ,昆船智能,机械基件
2717,301312.SZ,智立方,专用机械
2718,301313.SZ,凡拓数创,文教休闲
2719,301314.SZ,科瑞思,元器件
2720,301315.SZ,威士顿,软件服务
2721,301316.SZ,慧博云通,软件服务
2722,301317.SZ,鑫磊股份,机械基件
2723,301318.SZ,维海德,IT设备
2724,301319.SZ,唯特偶,元器件
2725,301320.SZ,豪江智能,电气设备
2726,301321.SZ,翰博高新,元器件
2727,301322.SZ,绿通科技,摩托车
2728,301323.SZ,新莱福,橡胶
2729,301325.SZ,曼恩斯特,专用机械
2730,301326.SZ,捷邦科技,元器件
2731,301327.SZ,华宝新能,电气设备
2732,301328.SZ,维峰电子,专用机械
2733,301329.SZ,信音电子,元器件
2734,301330.SZ,熵基科技,IT设备
2735,301331.SZ,恩威医药,中成药
2736,301332.SZ,德尔玛,家用电器
2737,301333.SZ,诺思格,医疗保健
2738,301335.SZ,天元宠物,文教休闲
2739,301336.SZ,趣睡科技,家居用品
2740,301337.SZ,亚华电子,软件服务
2741,301338.SZ,凯格精机,专用机械
2742,301339.SZ,通行宝,软件服务
2743,301345.SZ,涛涛车业,摩托车
2744,301348.SZ,蓝箭电子,半导体
2745,301349.SZ,信德新材,化工原料
2746,301353.SZ,普莱得,专用机械
2747,301355.SZ,南王科技,广告包装
2748,301356.SZ,天振股份,家居用品
2749,301357.SZ,北方长龙,专用机械
2750,301358.SZ,湖南裕能,电气设备
2751,301359.SZ,东南电子,电气设备
2752,301360.SZ,荣旗科技,专用机械
2753,301361.SZ,众智科技,电气设备
2754,301362.SZ,民爆光电,电气设备
2755,301363.SZ,美好医疗,医疗保健
2756,301365.SZ,矩阵股份,装修装饰
2757,301366.SZ,一博科技,元器件
2758,301367.SZ,怡和嘉业,医疗保健
2759,301368.SZ,丰立智能,机械基件
2760,301369.SZ,联动科技,半导体
2761,301370.SZ,国科恒泰,医药商业
2762,301371.SZ,敷尔佳,日用化工
2763,301372.SZ,科净源,环境保护
2764,301373.SZ,凌玮科技,化工原料
2765,301376.SZ,致欧科技,家居用品
2766,301377.SZ,鼎泰高科,机械基件
2767,301378.SZ,通达海,软件服务
2768,301379.SZ,天山电子,元器件
2769,301380.SZ,挖金客,软件服务
2770,301381.SZ,赛维时代,互联网
2771,301382.SZ,蜂助手,互联网
2772,301383.SZ,天键股份,元器件
2773,301386.SZ,未来电器,电气设备
2774,301387.SZ,光大同创,元器件
2775,301388.SZ,欣灵电气,电气设备
2776,301389.SZ,隆扬电子,元器件
2777,301390.SZ,经纬股份,建筑工程
2778,301391.SZ,卡莱特,IT设备
2779,301393.SZ,昊帆生物,化工原料
2780,301395.SZ,仁信新材,化工原料
2781,301396.SZ,宏景科技,软件服务
2782,301397.SZ,溯联股份,汽车配件
2783,301398.SZ,星源卓镁,汽车配件
2784,301399.SZ,英特科技,机械基件
2785,301408.SZ,华人健康,医药商业
2786,301418.SZ,协昌科技,电气设备
2787,301419.SZ,阿莱德,元器件
2788,301421.SZ,波长光电,元器件
2789,301428.SZ,世纪恒通,互联网
2790,301429.SZ,森泰股份,其他建材
2791,301439.SZ,泓淋电力,电气设备
2792,301446.SZ,福事特,机械基件
2793,301448.SZ,开创电气,机械基件
2794,301456.SZ,盘古智能,电气设备
2795,301468.SZ,博盈特焊,专用机械
2796,301469.SZ,恒达新材,造纸
2797,301486.SZ,致尚科技,元器件
2798,301487.SZ,盟固利,化工原料
2799,301488.SZ,豪恩汽电,汽车配件
2800,301498.SZ,乖宝宠物,饲料
2801,301499.SZ,维科精密,汽车配件
2802,301503.SZ,智迪科技,IT设备
2803,301505.SZ,苏州规划,建筑工程
2804,301507.SZ,C民生健,化学制药
2805,301509.SZ,金凯生科,化学制药
2806,301510.SZ,固高科技,电器仪表
2807,301511.SZ,德福科技,电气设备
2808,301512.SZ,智信精密,专用机械
2809,301515.SZ,港通医疗,医疗保健
2810,301518.SZ,长华化学,化工原料
2811,301519.SZ,舜禹股份,水务
2812,301525.SZ,儒竞科技,家用电器
2813,301528.SZ,多浦乐,电器仪表
2814,301529.SZ,N福赛,汽车配件
2815,301533.SZ,威马农机,农用机械
2816,430017.BJ,星昊医药,化学制药
2817,430047.BJ,诺思兰德,生物制药
2818,430090.BJ,同辉信息,软件服务
2819,430139.BJ,华岭股份,半导体
2820,430198.BJ,微创光电,IT设备
2821,430300.BJ,辰光医疗,医疗保健
2822,430418.BJ,苏轴股份,汽车配件
2823,430425.BJ,乐创技术,专用机械
2824,430476.BJ,海能技术,电器仪表
2825,430478.BJ,峆一药业,化学制药
2826,430489.BJ,佳先股份,化工原料
2827,430510.BJ,丰光精密,机械基件
2828,430556.BJ,雅达股份,电器仪表
2829,430564.BJ,天润科技,软件服务
2830,430685.BJ,新芝生物,电器仪表
2831,430718.BJ,合肥高科,家用电器
2832,600000.SH,浦发银行,银行
2833,600004.SH,白云机场,机场
2834,600006.SH,东风汽车,汽车整车
2835,600007.SH,中国国贸,园区开发
2836,600008.SH,首创环保,环境保护
2837,600009.SH,上海机场,机场
2838,600010.SH,包钢股份,普钢
2839,600011.SH,华能国际,火力发电
2840,600012.SH,皖通高速,路桥
2841,600015.SH,华夏银行,银行
2842,600016.SH,民生银行,银行
2843,600017.SH,日照港,港口
2844,600018.SH,上港集团,港口
2845,600019.SH,宝钢股份,普钢
2846,600020.SH,中原高速,路桥
2847,600021.SH,上海电力,火力发电
2848,600022.SH,山东钢铁,普钢
2849,600023.SH,浙能电力,火力发电
2850,600025.SH,华能水电,水力发电
2851,600026.SH,中远海能,水运
2852,600027.SH,华电国际,火力发电
2853,600028.SH,中国石化,石油加工
2854,600029.SH,南方航空,空运
2855,600030.SH,中信证券,证券
2856,600031.SH,三一重工,工程机械
2857,600032.SH,浙江新能,新型电力
2858,600033.SH,福建高速,路桥
2859,600035.SH,楚天高速,路桥
2860,600036.SH,招商银行,银行
2861,600037.SH,歌华有线,影视音像
2862,600038.SH,中直股份,航空
2863,600039.SH,四川路桥,建筑工程
2864,600048.SH,保利发展,全国地产
2865,600050.SH,中国联通,电信运营
2866,600051.SH,宁波联合,综合类
2867,600052.SH,东望时代,供气供热
2868,600053.SH,九鼎投资,多元金融
2869,600054.SH,黄山旅游,旅游景点
2870,600055.SH,万东医疗,医疗保健
2871,600056.SH,中国医药,医药商业
2872,600057.SH,厦门象屿,仓储物流
2873,600058.SH,五矿发展,商贸代理
2874,600059.SH,古越龙山,红黄酒
2875,600060.SH,海信视像,家用电器
2876,600061.SH,国投资本,证券
2877,600062.SH,华润双鹤,化学制药
2878,600063.SH,皖维高新,化纤
2879,600064.SH,南京高科,园区开发
2880,600066.SH,宇通客车,汽车整车
2881,600067.SH,冠城大通,区域地产
2882,600070.SH,ST富润,互联网
2883,600071.SH,凤凰光学,元器件
2884,600072.SH,中船科技,船舶
2885,600073.SH,上海梅林,食品
2886,600075.SH,新疆天业,化工原料
2887,600076.SH,康欣新材,广告包装
2888,600078.SH,ST澄星,化工原料
2889,600079.SH,人福医药,化学制药
2890,600080.SH,金花股份,中成药
2891,600081.SH,东风科技,汽车配件
2892,600082.SH,海泰发展,园区开发
2893,600083.SH,博信股份,综合类
2894,600084.SH,中葡股份,红黄酒
2895,600085.SH,同仁堂,中成药
2896,600088.SH,中视传媒,影视音像
2897,600089.SH,特变电工,电气设备
2898,600094.SH,大名城,区域地产
2899,600095.SH,湘财股份,证券
2900,600096.SH,云天化,农药化肥
2901,600097.SH,开创国际,渔业
2902,600098.SH,广州发展,火力发电
2903,600099.SH,林海股份,汽车整车
2904,600100.SH,同方股份,IT设备
2905,600101.SH,明星电力,水力发电
2906,600103.SH,青山纸业,造纸
2907,600104.SH,上汽集团,汽车整车
2908,600105.SH,永鼎股份,通信设备
2909,600106.SH,重庆路桥,路桥
2910,600107.SH,美尔雅,服饰
2911,600108.SH,亚盛集团,种植业
2912,600109.SH,国金证券,证券
2913,600110.SH,诺德股份,电气设备
2914,600111.SH,北方稀土,小金属
2915,600112.SH,ST天成,电气设备
2916,600113.SH,浙江东日,区域地产
2917,600114.SH,东睦股份,机械基件
2918,600115.SH,中国东航,空运
2919,600116.SH,三峡水利,水力发电
2920,600117.SH,*ST西钢,特种钢
2921,600118.SH,中国卫星,航空
2922,600119.SH,长江投资,仓储物流
2923,600120.SH,浙江东方,多元金融
2924,600121.SH,郑州煤电,煤炭开采
2925,600123.SH,兰花科创,煤炭开采
2926,600125.SH,铁龙物流,铁路
2927,600126.SH,杭钢股份,普钢
2928,600127.SH,金健米业,农业综合
2929,600128.SH,苏豪弘业,商贸代理
2930,600129.SH,太极集团,中成药
2931,600130.SH,波导股份,元器件
2932,600131.SH,国网信通,通信设备
2933,600132.SH,重庆啤酒,啤酒
2934,600133.SH,东湖高新,建筑工程
2935,600135.SH,乐凯胶片,化工原料
2936,600136.SH,*ST明诚,影视音像
2937,600137.SH,浪莎股份,服饰
2938,600138.SH,中青旅,旅游服务
2939,600141.SH,兴发集团,农药化肥
2940,600143.SH,金发科技,塑料
2941,600148.SH,长春一东,汽车配件
2942,600149.SH,廊坊发展,综合类
2943,600150.SH,中国船舶,船舶
2944,600151.SH,航天机电,汽车配件
2945,600152.SH,维科技术,电气设备
2946,600153.SH,建发股份,仓储物流
2947,600155.SH,华创云信,证券
2948,600156.SH,华升股份,纺织
2949,600157.SH,永泰能源,火力发电
2950,600158.SH,中体产业,文教休闲
2951,600159.SH,大龙地产,区域地产
2952,600160.SH,巨化股份,化工原料
2953,600161.SH,天坛生物,生物制药
2954,600162.SH,香江控股,全国地产
2955,600163.SH,中闽能源,新型电力
2956,600165.SH,宁科生物,化工原料
2957,600166.SH,福田汽车,汽车整车
2958,600167.SH,联美控股,供气供热
2959,600168.SH,武汉控股,水务
2960,600169.SH,太原重工,工程机械
2961,600170.SH,上海建工,建筑工程
2962,600171.SH,上海贝岭,半导体
2963,600172.SH,黄河旋风,矿物制品
2964,600173.SH,卧龙地产,全国地产
2965,600176.SH,中国巨石,玻璃
2966,600177.SH,雅戈尔,服饰
2967,600178.SH,东安动力,汽车配件
2968,600179.SH,安通控股,仓储物流
2969,600180.SH,瑞茂通,仓储物流
2970,600182.SH,S佳通,汽车配件
2971,600183.SH,生益科技,元器件
2972,600184.SH,光电股份,专用机械
2973,600185.SH,格力地产,区域地产
2974,600186.SH,莲花健康,食品
2975,600187.SH,国中水务,水务
2976,600188.SH,兖矿能源,煤炭开采
2977,600189.SH,泉阳泉,软饮料
2978,600190.SH,锦州港,港口
2979,600191.SH,华资实业,食品
2980,600192.SH,长城电工,电气设备
2981,600193.SH,创兴资源,装修装饰
2982,600195.SH,中牧股份,农业综合
2983,600196.SH,复星医药,化学制药
2984,600197.SH,伊力特,白酒
2985,600198.SH,大唐电信,通信设备
2986,600199.SH,金种子酒,白酒
2987,600200.SH,江苏吴中,化学制药
2988,600201.SH,生物股份,农业综合
2989,600202.SH,哈空调,专用机械
2990,600203.SH,福日电子,元器件
2991,600206.SH,有研新材,半导体
2992,600207.SH,安彩高科,电气设备
2993,600208.SH,新湖中宝,全国地产
2994,600210.SH,紫江企业,广告包装
2995,600211.SH,西藏药业,生物制药
2996,600212.SH,绿能慧充,电气设备
2997,600213.SH,亚星客车,汽车整车
2998,600215.SH,派斯林,专用机械
2999,600216.SH,浙江医药,化学制药
3000,600217.SH,中再资环,环境保护
3001,600218.SH,全柴动力,汽车配件
3002,600219.SH,南山铝业,铝
3003,600220.SH,江苏阳光,纺织
3004,600221.SH,海航控股,空运
3005,600222.SH,太龙药业,中成药
3006,600223.SH,福瑞达,区域地产
3007,600225.SH,卓朗科技,软件服务
3008,600226.SH,瀚叶股份,供气供热
3009,600227.SH,赤天化,农药化肥
3010,600228.SH,返利科技,互联网
3011,600229.SH,城市传媒,出版业
3012,600230.SH,沧州大化,化工原料
3013,600231.SH,凌钢股份,普钢
3014,600232.SH,金鹰股份,纺织
3015,600233.SH,圆通速递,仓储物流
3016,600234.SH,科新发展,装修装饰
3017,600235.SH,民丰特纸,造纸
3018,600236.SH,桂冠电力,水力发电
3019,600237.SH,铜峰电子,元器件
3020,600238.SH,海南椰岛,红黄酒
3021,600239.SH,云南城投,区域地产
3022,600241.SH,时代万恒,电气设备
3023,600243.SH,青海华鼎,运输设备
3024,600246.SH,万通发展,区域地产
3025,600248.SH,陕建股份,建筑工程
3026,600249.SH,两面针,日用化工
3027,600250.SH,南纺股份,商贸代理
3028,600251.SH,冠农股份,农业综合
3029,600252.SH,中恒集团,中成药
3030,600255.SH,鑫科材料,小金属
3031,600256.SH,广汇能源,石油开采
3032,600257.SH,大湖股份,渔业
3033,600258.SH,首旅酒店,酒店餐饮
3034,600259.SH,广晟有色,小金属
3035,600261.SH,阳光照明,家用电器
3036,600262.SH,北方股份,专用机械
3037,600265.SH,ST景谷,林业
3038,600266.SH,城建发展,区域地产
3039,600267.SH,海正药业,化学制药
3040,600268.SH,国电南自,电气设备
3041,600269.SH,赣粤高速,路桥
3042,600271.SH,航天信息,软件服务
3043,600272.SH,开开实业,医药商业
3044,600273.SH,嘉化能源,化工原料
3045,600276.SH,恒瑞医药,化学制药
3046,600277.SH,亿利洁能,化工原料
3047,600278.SH,东方创业,商贸代理
3048,600279.SH,重庆港,港口
3049,600280.SH,中央商场,百货
3050,600281.SH,华阳新材,小金属
3051,600282.SH,南钢股份,普钢
3052,600283.SH,钱江水利,水务
3053,600284.SH,浦东建设,建筑工程
3054,600285.SH,羚锐制药,中成药
3055,600287.SH,江苏舜天,商贸代理
3056,600288.SH,大恒科技,元器件
3057,600289.SH,ST信通,软件服务
3058,600290.SH,*ST华仪,电气设备
3059,600292.SH,远达环保,环境保护
3060,600293.SH,三峡新材,玻璃
3061,600295.SH,鄂尔多斯,特种钢
3062,600297.SH,广汇汽车,汽车服务
3063,600298.SH,安琪酵母,食品
3064,600299.SH,安迪苏,饲料
3065,600300.SH,维维股份,软饮料
3066,600301.SH,华锡有色,小金属
3067,600302.SH,标准股份,纺织机械
3068,600303.SH,ST曙光,汽车整车
3069,600305.SH,恒顺醋业,食品
3070,600306.SH,*ST商城,百货
3071,600307.SH,酒钢宏兴,普钢
3072,600308.SH,华泰股份,造纸
3073,600309.SH,万华化学,化工原料
3074,600310.SH,广西能源,水力发电
3075,600312.SH,平高电气,电气设备
3076,600313.SH,农发种业,种植业
3077,600315.SH,上海家化,日用化工
3078,600316.SH,洪都航空,航空
3079,600318.SH,新力金融,多元金融
3080,600319.SH,亚星化学,化工原料
3081,600320.SH,振华重工,工程机械
3082,600321.SH,正源股份,其他建材
3083,600322.SH,天房发展,区域地产
3084,600323.SH,瀚蓝环境,环境保护
3085,600325.SH,华发股份,区域地产
3086,600326.SH,西藏天路,水泥
3087,600327.SH,大东方,医疗保健
3088,600328.SH,中盐化工,化工原料
3089,600329.SH,达仁堂,中成药
3090,600330.SH,天通股份,专用机械
3091,600331.SH,宏达股份,农药化肥
3092,600332.SH,白云山,中成药
3093,600333.SH,长春燃气,供气供热
3094,600335.SH,国机汽车,汽车服务
3095,600336.SH,澳柯玛,家用电器
3096,600337.SH,美克家居,家居用品
3097,600338.SH,西藏珠峰,铅锌
3098,600339.SH,中油工程,石油加工
3099,600340.SH,华夏幸福,区域地产
3100,600343.SH,航天动力,航空
3101,600345.SH,长江通信,通信设备
3102,600346.SH,恒力石化,石油加工
3103,600348.SH,华阳股份,煤炭开采
3104,600350.SH,山东高速,路桥
3105,600351.SH,亚宝药业,中成药
3106,600352.SH,浙江龙盛,染料涂料
3107,600353.SH,旭光电子,元器件
3108,600354.SH,敦煌种业,种植业
3109,600355.SH,精伦电子,专用机械
3110,600356.SH,恒丰纸业,造纸
3111,600358.SH,国旅联合,旅游服务
3112,600359.SH,新农开发,种植业
3113,600360.SH,华微电子,半导体
3114,600361.SH,创新新材,铝
3115,600362.SH,江西铜业,铜
3116,600363.SH,联创光电,元器件
3117,600365.SH,ST通葡,互联网
3118,600366.SH,宁波韵升,矿物制品
3119,600367.SH,红星发展,化工原料
3120,600368.SH,五洲交通,路桥
3121,600369.SH,西南证券,证券
3122,600370.SH,三房巷,化工原料
3123,600371.SH,万向德农,种植业
3124,600372.SH,中航机载,航空
3125,600373.SH,中文传媒,出版业
3126,600375.SH,汉马科技,汽车整车
3127,600376.SH,首开股份,区域地产
3128,600377.SH,宁沪高速,路桥
3129,600378.SH,昊华科技,化工原料
3130,600379.SH,宝光股份,电气设备
3131,600380.SH,健康元,化学制药
3132,600381.SH,青海春天,医疗保健
3133,600382.SH,广东明珠,普钢
3134,600383.SH,金地集团,全国地产
3135,600386.SH,北巴传媒,汽车服务
3136,600387.SH,ST海越,石油贸易
3137,600388.SH,龙净环保,环境保护
3138,600389.SH,江山股份,农药化肥
3139,600390.SH,五矿资本,多元金融
3140,600391.SH,航发科技,航空
3141,600392.SH,盛和资源,小金属
3142,600395.SH,盘江股份,煤炭开采
3143,600396.SH,*ST金山,火力发电
3144,600397.SH,安源煤业,煤炭开采
3145,600398.SH,海澜之家,服饰
3146,600399.SH,抚顺特钢,特种钢
3147,600400.SH,红豆股份,服饰
3148,600403.SH,大有能源,煤炭开采
3149,600405.SH,动力源,电气设备
3150,600406.SH,国电南瑞,电气设备
3151,600408.SH,安泰集团,焦炭加工
3152,600409.SH,三友化工,化纤
3153,600410.SH,华胜天成,软件服务
3154,600415.SH,小商品城,商品城
3155,600416.SH,湘电股份,电气设备
3156,600418.SH,江淮汽车,汽车整车
3157,600419.SH,天润乳业,乳制品
3158,600420.SH,国药现代,化学制药
3159,600421.SH,华嵘控股,专用机械
3160,600422.SH,昆药集团,中成药
3161,600423.SH,柳化股份,农药化肥
3162,600425.SH,青松建化,水泥
3163,600426.SH,华鲁恒升,农药化肥
3164,600428.SH,中远海特,水运
3165,600429.SH,三元股份,乳制品
3166,600433.SH,冠豪高新,造纸
3167,600435.SH,北方导航,专用机械
3168,600436.SH,片仔癀,中成药
3169,600438.SH,通威股份,电气设备
3170,600439.SH,瑞贝卡,服饰
3171,600444.SH,国机通用,专用机械
3172,600446.SH,金证股份,软件服务
3173,600448.SH,华纺股份,纺织
3174,600449.SH,宁夏建材,水泥
3175,600452.SH,涪陵电力,水力发电
3176,600455.SH,博通股份,文教休闲
3177,600456.SH,宝钛股份,小金属
3178,600458.SH,时代新材,塑料
3179,600459.SH,贵研铂业,小金属
3180,600460.SH,士兰微,半导体
3181,600461.SH,洪城环境,水务
3182,600462.SH,ST九有,广告包装
3183,600463.SH,空港股份,园区开发
3184,600467.SH,好当家,渔业
3185,600468.SH,百利电气,电气设备
3186,600469.SH,风神股份,汽车配件
3187,600470.SH,六国化工,农药化肥
3188,600475.SH,华光环能,环境保护
3189,600476.SH,湘邮科技,软件服务
3190,600477.SH,杭萧钢构,钢加工
3191,600478.SH,科力远,电气设备
3192,600479.SH,千金药业,中成药
3193,600480.SH,凌云股份,汽车配件
3194,600481.SH,双良节能,电气设备
3195,600482.SH,中国动力,船舶
3196,600483.SH,福能股份,火力发电
3197,600486.SH,扬农化工,农药化肥
3198,600487.SH,亨通光电,通信设备
3199,600488.SH,津药药业,化学制药
3200,600489.SH,中金黄金,黄金
3201,600490.SH,鹏欣资源,铜
3202,600491.SH,龙元建设,建筑工程
3203,600493.SH,凤竹纺织,纺织
3204,600495.SH,晋西车轴,运输设备
3205,600496.SH,精工钢构,钢加工
3206,600497.SH,驰宏锌锗,铅锌
3207,600498.SH,烽火通信,通信设备
3208,600499.SH,科达制造,专用机械
3209,600500.SH,中化国际,塑料
3210,600501.SH,航天晨光,汽车配件
3211,600502.SH,安徽建工,建筑工程
3212,600503.SH,华丽家族,区域地产
3213,600505.SH,西昌电力,水力发电
3214,600506.SH,统一股份,化工原料
3215,600507.SH,方大特钢,特种钢
3216,600508.SH,上海能源,煤炭开采
3217,600509.SH,天富能源,火力发电
3218,600510.SH,黑牡丹,全国地产
3219,600511.SH,国药股份,医药商业
3220,600512.SH,腾达建设,建筑工程
3221,600513.SH,联环药业,化学制药
3222,600515.SH,海南机场,机场
3223,600516.SH,方大炭素,矿物制品
3224,600517.SH,国网英大,多元金融
3225,600518.SH,ST康美,中成药
3226,600519.SH,贵州茅台,白酒
3227,600520.SH,文一科技,半导体
3228,600521.SH,华海药业,化学制药
3229,600522.SH,中天科技,通信设备
3230,600523.SH,贵航股份,汽车配件
3231,600525.SH,长园集团,电气设备
3232,600526.SH,菲达环保,环境保护
3233,600527.SH,江南高纤,化纤
3234,600528.SH,中铁工业,运输设备
3235,600529.SH,山东药玻,医疗保健
3236,600530.SH,*ST交昂,医疗保健
3237,600531.SH,豫光金铅,铅锌
3238,600533.SH,栖霞建设,区域地产
3239,600535.SH,天士力,中成药
3240,600536.SH,中国软件,软件服务
3241,600537.SH,亿晶光电,电气设备
3242,600538.SH,国发股份,医药商业
3243,600539.SH,狮头股份,互联网
3244,600540.SH,新赛股份,种植业
3245,600543.SH,*ST莫高,红黄酒
3246,600545.SH,卓郎智能,纺织机械
3247,600546.SH,山煤国际,煤炭开采
3248,600547.SH,山东黄金,黄金
3249,600548.SH,深高速,路桥
3250,600549.SH,厦门钨业,小金属
3251,600550.SH,保变电气,电气设备
3252,600551.SH,时代出版,出版业
3253,600552.SH,凯盛科技,元器件
3254,600556.SH,天下秀,互联网
3255,600557.SH,康缘药业,中成药
3256,600558.SH,大西洋,钢加工
3257,600559.SH,老白干酒,白酒
3258,600560.SH,金自天正,电气设备
3259,600561.SH,江西长运,公共交通
3260,600562.SH,国睿科技,通信设备
3261,600563.SH,法拉电子,元器件
3262,600565.SH,迪马股份,全国地产
3263,600566.SH,济川药业,中成药
3264,600567.SH,山鹰国际,造纸
3265,600568.SH,ST中珠,医疗保健
3266,600569.SH,安阳钢铁,普钢
3267,600570.SH,恒生电子,软件服务
3268,600571.SH,信雅达,软件服务
3269,600572.SH,康恩贝,中成药
3270,600573.SH,惠泉啤酒,啤酒
3271,600575.SH,淮河能源,铁路
3272,600576.SH,祥源文旅,影视音像
3273,600577.SH,精达股份,电气设备
3274,600578.SH,京能电力,火力发电
3275,600579.SH,克劳斯,化工机械
3276,600580.SH,卧龙电驱,电气设备
3277,600581.SH,八一钢铁,普钢
3278,600582.SH,天地科技,工程机械
3279,600583.SH,海油工程,石油开采
3280,600584.SH,长电科技,半导体
3281,600585.SH,海螺水泥,水泥
3282,600586.SH,金晶科技,玻璃
3283,600587.SH,新华医疗,医疗保健
3284,600588.SH,用友网络,软件服务
3285,600589.SH,*ST榕泰,软件服务
3286,600590.SH,泰豪科技,电气设备
3287,600592.SH,龙溪股份,机械基件
3288,600593.SH,大连圣亚,旅游景点
3289,600594.SH,益佰制药,中成药
3290,600595.SH,中孚实业,铝
3291,600596.SH,新安股份,化工原料
3292,600597.SH,光明乳业,乳制品
3293,600598.SH,北大荒,种植业
3294,600599.SH,ST熊猫,化工原料
3295,600600.SH,青岛啤酒,啤酒
3296,600601.SH,方正科技,元器件
3297,600602.SH,云赛智联,软件服务
3298,600603.SH,广汇物流,区域地产
3299,600604.SH,市北高新,园区开发
3300,600605.SH,汇通能源,房产服务
3301,600606.SH,绿地控股,建筑工程
3302,600608.SH,ST沪科,商贸代理
3303,600609.SH,金杯汽车,汽车配件
3304,600610.SH,中毅达,化工原料
3305,600611.SH,大众交通,公共交通
3306,600612.SH,老凤祥,服饰
3307,600613.SH,神奇制药,中成药
3308,600615.SH,丰华股份,小金属
3309,600616.SH,金枫酒业,红黄酒
3310,600617.SH,国新能源,供气供热
3311,600618.SH,氯碱化工,化工原料
3312,600619.SH,海立股份,家用电器
3313,600620.SH,天宸股份,综合类
3314,600621.SH,华鑫股份,证券
3315,600622.SH,光大嘉宝,区域地产
3316,600623.SH,华谊集团,化工原料
3317,600624.SH,复旦复华,化学制药
3318,600626.SH,申达股份,汽车配件
3319,600628.SH,新世界,百货
3320,600629.SH,华建集团,建筑工程
3321,600630.SH,龙头股份,服饰
3322,600633.SH,浙数文化,互联网
3323,600635.SH,大众公用,供气供热
3324,600636.SH,国新文化,文教休闲
3325,600637.SH,东方明珠,影视音像
3326,600638.SH,新黄浦,区域地产
3327,600639.SH,浦东金桥,园区开发
3328,600640.SH,国脉文化,影视音像
3329,600641.SH,万业企业,区域地产
3330,600642.SH,申能股份,火力发电
3331,600643.SH,爱建集团,多元金融
3332,600644.SH,乐山电力,水力发电
3333,600645.SH,中源协和,生物制药
3334,600647.SH,*ST同达,综合类
3335,600648.SH,外高桥,园区开发
3336,600649.SH,城投控股,区域地产
3337,600650.SH,锦江在线,公共交通
3338,600651.SH,飞乐音响,电器仪表
3339,600653.SH,申华控股,汽车服务
3340,600654.SH,ST中安,综合类
3341,600655.SH,豫园股份,百货
3342,600657.SH,信达地产,全国地产
3343,600658.SH,电子城,园区开发
3344,600660.SH,福耀玻璃,汽车配件
3345,600661.SH,昂立教育,文教休闲
3346,600662.SH,外服控股,文教休闲
3347,600663.SH,陆家嘴,园区开发
3348,600664.SH,哈药股份,化学制药
3349,600665.SH,天地源,全国地产
3350,600666.SH,ST瑞德,元器件
3351,600667.SH,太极实业,半导体
3352,600668.SH,尖峰集团,水泥
3353,600671.SH,*ST目药,中成药
3354,600673.SH,东阳光,铝
3355,600674.SH,川投能源,水力发电
3356,600675.SH,中华企业,区域地产
3357,600676.SH,交运股份,汽车配件
3358,600678.SH,四川金顶,水泥
3359,600679.SH,上海凤凰,文教休闲
3360,600681.SH,百川能源,供气供热
3361,600682.SH,南京新百,生物制药
3362,600683.SH,京投发展,区域地产
3363,600684.SH,珠江股份,全国地产
3364,600685.SH,中船防务,船舶
3365,600686.SH,金龙汽车,汽车整车
3366,600688.SH,上海石化,石油加工
3367,600689.SH,上海三毛,综合类
3368,600690.SH,海尔智家,家用电器
3369,600691.SH,阳煤化工,农药化肥
3370,600692.SH,亚通股份,房产服务
3371,600693.SH,东百集团,百货
3372,600694.SH,大商股份,百货
3373,600696.SH,岩石股份,白酒
3374,600697.SH,欧亚集团,百货
3375,600698.SH,湖南天雁,汽车配件
3376,600699.SH,均胜电子,汽车配件
3377,600702.SH,舍得酒业,白酒
3378,600703.SH,三安光电,半导体
3379,600704.SH,物产中大,仓储物流
3380,600705.SH,中航产融,多元金融
3381,600706.SH,曲江文旅,旅游景点
3382,600707.SH,彩虹股份,元器件
3383,600708.SH,光明地产,全国地产
3384,600710.SH,苏美达,商贸代理
3385,600711.SH,盛屯矿业,小金属
3386,600712.SH,南宁百货,百货
3387,600713.SH,南京医药,医药商业
3388,600714.SH,金瑞矿业,化工原料
