,ts_code,name,industry
1296,002824.SZ,和胜股份,铝
1297,002825.SZ,纳尔股份,化工原料
1298,002826.SZ,易明医药,化学制药
1299,002827.SZ,高争民爆,化工原料
1300,002828.SZ,贝肯能源,石油开采
1301,002829.SZ,星网宇达,航空
1302,002830.SZ,名雕股份,装修装饰
1303,002831.SZ,裕同科技,广告包装
1304,002832.SZ,比音勒芬,服饰
1305,002833.SZ,弘亚数控,专用机械
1306,002835.SZ,同为股份,IT设备
1307,002836.SZ,新宏泽,广告包装
1308,002837.SZ,英维克,专用机械
1309,002838.SZ,道恩股份,塑料
1310,002839.SZ,张家港行,银行
1311,002840.SZ,华统股份,食品
1312,002841.SZ,视源股份,元器件
1313,002842.SZ,翔鹭钨业,小金属
1314,002843.SZ,泰嘉股份,钢加工
1315,002845.SZ,同兴达,元器件
1316,002846.SZ,英联股份,广告包装
1317,002847.SZ,盐津铺子,食品
1318,002848.SZ,高斯贝尔,家用电器
1319,002849.SZ,威星智能,电器仪表
1320,002850.SZ,科达利,电气设备
1321,002851.SZ,麦格米特,电气设备
1322,002852.SZ,道道全,食品
1323,002853.SZ,皮阿诺,家居用品
1324,002855.SZ,捷荣技术,元器件
1325,002856.SZ,美芝股份,装修装饰
1326,002857.SZ,三晖电气,电器仪表
1327,002858.SZ,力盛体育,文教休闲
1328,002859.SZ,洁美科技,元器件
1329,002860.SZ,星帅尔,家用电器
1330,002861.SZ,瀛通通讯,元器件
1331,002862.SZ,实丰文化,文教休闲
1332,002863.SZ,今飞凯达,汽车配件
1333,002864.SZ,盘龙药业,中成药
1334,002865.SZ,钧达股份,电气设备
1335,002866.SZ,传艺科技,IT设备
1336,002867.SZ,周大生,服饰
1337,002868.SZ,绿康生化,农业综合
1338,002869.SZ,金溢科技,通信设备
1339,002870.SZ,香山股份,汽车配件
1340,002871.SZ,伟隆股份,机械基件
1341,002872.SZ,ST天圣,医药商业
1342,002873.SZ,新天药业,中成药
1343,002875.SZ,安奈儿,服饰
1344,002876.SZ,三利谱,元器件
1345,002877.SZ,智能自控,机械基件
1346,002878.SZ,元隆雅图,广告包装
1347,002879.SZ,长缆科技,电气设备
1348,002880.SZ,卫光生物,生物制药
1349,002881.SZ,美格智能,通信设备
1350,002882.SZ,金龙羽,电气设备
1351,002883.SZ,中设股份,建筑工程
1352,002884.SZ,凌霄泵业,机械基件
1353,002885.SZ,京泉华,元器件
1354,002886.SZ,沃特股份,塑料
1355,002887.SZ,绿茵生态,环境保护
1356,002888.SZ,惠威科技,元器件
1357,002889.SZ,东方嘉盛,仓储物流
1358,002890.SZ,弘宇股份,农用机械
1359,002891.SZ,中宠股份,饲料
1360,002892.SZ,科力尔,电气设备
1361,002893.SZ,京能热力,供气供热
1362,002895.SZ,川恒股份,化工原料
1363,002896.SZ,中大力德,机械基件
1364,002897.SZ,意华股份,元器件
1365,002898.SZ,赛隆药业,化学制药
1366,002899.SZ,英派斯,文教休闲
1367,002900.SZ,哈三联,化学制药
1368,002901.SZ,大博医疗,医疗保健
1369,002902.SZ,铭普光磁,通信设备
1370,002903.SZ,宇环数控,机床制造
1371,002905.SZ,金逸影视,影视音像
1372,002906.SZ,华阳集团,汽车配件
1373,002907.SZ,华森制药,中成药
1374,002908.SZ,德生科技,元器件
1375,002909.SZ,集泰股份,化工原料
1376,002910.SZ,庄园牧场,乳制品
1377,002911.SZ,佛燃能源,供气供热
1378,002912.SZ,中新赛克,IT设备
1379,002913.SZ,奥士康,元器件
1380,002915.SZ,中欣氟材,化工原料
1381,002916.SZ,深南电路,元器件
1382,002917.SZ,金奥博,化工原料
1383,002918.SZ,蒙娜丽莎,陶瓷
1384,002919.SZ,名臣健康,日用化工
1385,002920.SZ,德赛西威,汽车配件
1386,002921.SZ,联诚精密,汽车配件
1387,002922.SZ,伊戈尔,电气设备
1388,002923.SZ,润都股份,化学制药
1389,002925.SZ,盈趣科技,元器件
1390,002926.SZ,华西证券,证券
1391,002927.SZ,泰永长征,电气设备
1392,002928.SZ,华夏航空,空运
1393,002929.SZ,润建股份,通信设备
1394,002930.SZ,宏川智慧,仓储物流
1395,002931.SZ,锋龙股份,机械基件
1396,002932.SZ,明德生物,医疗保健
1397,002933.SZ,新兴装备,航空
1398,002935.SZ,天奥电子,航空
1399,002936.SZ,郑州银行,银行
1400,002937.SZ,兴瑞科技,元器件
1401,002938.SZ,鹏鼎控股,元器件
1402,002939.SZ,长城证券,证券
1403,002940.SZ,昂利康,化学制药
1404,002941.SZ,新疆交建,建筑工程
1405,002942.SZ,新农股份,农药化肥
1406,002943.SZ,宇晶股份,机床制造
1407,002945.SZ,华林证券,证券
1408,002946.SZ,新乳业,乳制品
1409,002947.SZ,恒铭达,元器件
1410,002948.SZ,青岛银行,银行
1411,002949.SZ,华阳国际,建筑工程
1412,002950.SZ,奥美医疗,医疗保健
1413,002951.SZ,ST金时,广告包装
1414,002952.SZ,亚世光电,元器件
1415,002953.SZ,日丰股份,电气设备
1416,002955.SZ,鸿合科技,IT设备
1417,002956.SZ,西麦食品,食品
1418,002957.SZ,科瑞技术,专用机械
1419,002958.SZ,青农商行,银行
1420,002959.SZ,小熊电器,家用电器
1421,002960.SZ,青鸟消防,专用机械
1422,002961.SZ,瑞达期货,多元金融
1423,002962.SZ,五方光电,元器件
1424,002963.SZ,豪尔赛,装修装饰
1425,002965.SZ,祥鑫科技,汽车配件
1426,002966.SZ,苏州银行,银行
1427,002967.SZ,广电计量,电器仪表
1428,002968.SZ,新大正,房产服务
1429,002969.SZ,嘉美包装,广告包装
1430,002970.SZ,锐明技术,IT设备
1431,002971.SZ,和远气体,化工原料
1432,002972.SZ,科安达,运输设备
1433,002973.SZ,侨银股份,环境保护
1434,002975.SZ,博杰股份,专用机械
1435,002976.SZ,瑞玛精密,汽车配件
1436,002977.SZ,天箭科技,通信设备
1437,002978.SZ,安宁股份,小金属
1438,002979.SZ,雷赛智能,专用机械
1439,002980.SZ,华盛昌,电器仪表
1440,002981.SZ,朝阳科技,元器件
1441,002982.SZ,湘佳股份,农业综合
1442,002983.SZ,芯瑞达,元器件
1443,002984.SZ,森麒麟,汽车配件
1444,002985.SZ,北摩高科,航空
1445,002986.SZ,宇新股份,化工原料
1446,002987.SZ,京北方,软件服务
1447,002988.SZ,豪美新材,铝
1448,002989.SZ,中天精装,装修装饰
1449,002990.SZ,盛视科技,软件服务
1450,002991.SZ,甘源食品,食品
1451,002992.SZ,宝明科技,元器件
1452,002993.SZ,奥海科技,元器件
1453,002995.SZ,天地在线,互联网
1454,002996.SZ,顺博合金,铝
1455,002997.SZ,瑞鹄模具,专用机械
1456,002998.SZ,优彩资源,化纤
1457,002999.SZ,天禾股份,批发业
1458,003000.SZ,劲仔食品,食品
1459,003001.SZ,中岩大地,建筑工程
1460,003002.SZ,壶化股份,化工原料
1461,003003.SZ,天元股份,广告包装
1462,003004.SZ,声迅股份,软件服务
1463,003005.SZ,竞业达,软件服务
1464,003006.SZ,百亚股份,造纸
1465,003007.SZ,直真科技,软件服务
1466,003008.SZ,开普检测,电气设备
1467,003009.SZ,中天火箭,航空
1468,003010.SZ,若羽臣,互联网
1469,003011.SZ,海象新材,家居用品
1470,003012.SZ,东鹏控股,陶瓷
1471,003013.SZ,地铁设计,建筑工程
1472,003015.SZ,日久光电,元器件
1473,003016.SZ,欣贺股份,服饰
1474,003017.SZ,大洋生物,化工原料
1475,003018.SZ,金富科技,塑料
1476,003019.SZ,宸展光电,元器件
1477,003020.SZ,立方制药,化学制药
1478,003021.SZ,兆威机电,元器件
1479,003022.SZ,联泓新科,化工原料
1480,003023.SZ,彩虹集团,家用电器
1481,003025.SZ,思进智能,机床制造
1482,003026.SZ,中晶科技,半导体
1483,003027.SZ,同兴环保,环境保护
1484,003028.SZ,振邦智能,元器件
1485,003029.SZ,吉大正元,软件服务
1486,003030.SZ,祖名股份,食品
1487,003031.SZ,中瓷电子,元器件
1488,003032.SZ,传智教育,文教休闲
1489,003033.SZ,征和工业,汽车配件
1490,003035.SZ,南网能源,新型电力
1491,003036.SZ,泰坦股份,纺织机械
1492,003037.SZ,三和管桩,水泥
1493,003038.SZ,鑫铂股份,铝
1494,003039.SZ,顺控发展,水务
1495,003040.SZ,楚天龙,通信设备
1496,003041.SZ,真爱美家,纺织
1497,003042.SZ,中农联合,农药化肥
1498,003043.SZ,华亚智能,半导体
1499,003816.SZ,中国广核,新型电力
1500,300001.SZ,特锐德,电气设备
1501,300002.SZ,神州泰岳,互联网
1502,300003.SZ,乐普医疗,医疗保健
1503,300004.SZ,南风股份,电气设备
1504,300005.SZ,探路者,服饰
1505,300006.SZ,莱美药业,化学制药
1506,300007.SZ,汉威科技,电器仪表
1507,300008.SZ,天海防务,船舶
1508,300009.SZ,安科生物,生物制药
1509,300010.SZ,*ST豆神,软件服务
1510,300011.SZ,鼎汉技术,运输设备
1511,300012.SZ,华测检测,电器仪表
1512,300013.SZ,新宁物流,仓储物流
1513,300014.SZ,亿纬锂能,电气设备
1514,300015.SZ,爱尔眼科,医疗保健
1515,300016.SZ,北陆药业,化学制药
1516,300017.SZ,网宿科技,软件服务
1517,300018.SZ,中元股份,电气设备
1518,300019.SZ,硅宝科技,化工原料
1519,300020.SZ,银江技术,软件服务
1520,300021.SZ,大禹节水,建筑工程
1521,300022.SZ,吉峰科技,农用机械
1522,300024.SZ,机器人,专用机械
1523,300025.SZ,华星创业,通信设备
1524,300026.SZ,红日药业,中成药
1525,300027.SZ,华谊兄弟,影视音像
1526,300029.SZ,ST天龙,电气设备
1527,300030.SZ,阳普医疗,医疗保健
1528,300031.SZ,宝通科技,互联网
1529,300032.SZ,金龙机电,元器件
1530,300033.SZ,同花顺,软件服务
1531,300034.SZ,钢研高纳,航空
1532,300035.SZ,中科电气,电气设备
1533,300036.SZ,超图软件,软件服务
1534,300037.SZ,新宙邦,化工原料
1535,300039.SZ,上海凯宝,中成药
1536,300040.SZ,九洲集团,电气设备
1537,300041.SZ,回天新材,化工原料
1538,300042.SZ,朗科科技,IT设备
1539,300043.SZ,星辉娱乐,互联网
1540,300044.SZ,赛为智能,软件服务
1541,300045.SZ,华力创通,IT设备
1542,300046.SZ,台基股份,半导体
1543,300047.SZ,天源迪科,软件服务
1544,300048.SZ,合康新能,电气设备
1545,300049.SZ,福瑞股份,医疗保健
1546,300050.SZ,世纪鼎利,通信设备
1547,300051.SZ,琏升科技,互联网
1548,300052.SZ,中青宝,互联网
1549,300053.SZ,航宇微,半导体
1550,300054.SZ,鼎龙股份,化工原料
1551,300055.SZ,万邦达,环境保护
1552,300056.SZ,中创环保,环境保护
1553,300057.SZ,万顺新材,铝
1554,300058.SZ,蓝色光标,广告包装
1555,300059.SZ,东方财富,证券
1556,300061.SZ,旗天科技,互联网
1557,300062.SZ,中能电气,电气设备
1558,300063.SZ,天龙集团,互联网
1559,300065.SZ,海兰信,船舶
1560,300066.SZ,三川智慧,电器仪表
1561,300067.SZ,安诺其,染料涂料
1562,300068.SZ,南都电源,电气设备
1563,300069.SZ,金利华电,电气设备
1564,300070.SZ,碧水源,环境保护
1565,300071.SZ,福石控股,广告包装
1566,300072.SZ,海新能科,环境保护
1567,300073.SZ,当升科技,电气设备
1568,300074.SZ,华平股份,软件服务
1569,300075.SZ,数字政通,软件服务
1570,300076.SZ,GQY视讯,IT设备
1571,300077.SZ,国民技术,半导体
1572,300078.SZ,思创医惠,软件服务
1573,300079.SZ,数码视讯,通信设备
1574,300080.SZ,易成新能,电气设备
1575,300081.SZ,恒信东方,文教休闲
1576,300082.SZ,奥克股份,化工原料
1577,300083.SZ,创世纪,机床制造
1578,300084.SZ,海默科技,专用机械
1579,300085.SZ,银之杰,软件服务
1580,300086.SZ,康芝药业,化学制药
1581,300087.SZ,荃银高科,种植业
1582,300088.SZ,长信科技,元器件
1583,300091.SZ,金通灵,机械基件
1584,300092.SZ,科新机电,专用机械
1585,300093.SZ,金刚光伏,电气设备
1586,300094.SZ,国联水产,渔业
1587,300095.SZ,华伍股份,电气设备
1588,300096.SZ,易联众,软件服务
1589,300097.SZ,智云股份,专用机械
1590,300098.SZ,高新兴,软件服务
1591,300099.SZ,精准信息,电器仪表
1592,300100.SZ,双林股份,汽车服务
1593,300101.SZ,振芯科技,通信设备
1594,300102.SZ,乾照光电,半导体
1595,300103.SZ,达刚控股,环境保护
1596,300105.SZ,龙源技术,电器仪表
1597,300106.SZ,西部牧业,乳制品
1598,300107.SZ,建新股份,化工原料
1599,300108.SZ,*ST吉药,中成药
1600,300109.SZ,新开源,化工原料
1601,300110.SZ,华仁药业,化学制药
1602,300111.SZ,向日葵,化学制药
1603,300112.SZ,万讯自控,电器仪表
1604,300113.SZ,顺网科技,互联网
1605,300114.SZ,中航电测,电器仪表
1606,300115.SZ,长盈精密,元器件
1607,300116.SZ,保力新,电气设备
1608,300117.SZ,嘉寓股份,电气设备
1609,300118.SZ,东方日升,电气设备
1610,300119.SZ,瑞普生物,农业综合
1611,300120.SZ,经纬辉开,元器件
1612,300121.SZ,阳谷华泰,化工原料
1613,300122.SZ,智飞生物,生物制药
1614,300123.SZ,亚光科技,半导体
1615,300124.SZ,汇川技术,电器仪表
1616,300125.SZ,聆达股份,电气设备
1617,300126.SZ,锐奇股份,轻工机械
1618,300127.SZ,银河磁体,矿物制品
1619,300128.SZ,锦富技术,元器件
1620,300129.SZ,泰胜风能,电气设备
1621,300130.SZ,新国都,IT设备
1622,300131.SZ,英唐智控,元器件
1623,300132.SZ,青松股份,化工原料
1624,300133.SZ,华策影视,影视音像
1625,300134.SZ,大富科技,通信设备
1626,300135.SZ,宝利国际,化工原料
1627,300136.SZ,信维通信,元器件
1628,300137.SZ,先河环保,环境保护
1629,300138.SZ,晨光生物,食品
1630,300139.SZ,晓程科技,黄金
1631,300140.SZ,节能环境,环境保护
1632,300141.SZ,和顺电气,电气设备
1633,300142.SZ,沃森生物,生物制药
1634,300143.SZ,盈康生命,医疗保健
1635,300144.SZ,宋城演艺,旅游景点
1636,300145.SZ,中金环境,机械基件
1637,300146.SZ,汤臣倍健,食品
1638,300147.SZ,香雪制药,中成药
1639,300148.SZ,天舟文化,互联网
1640,300149.SZ,睿智医药,生物制药
1641,300150.SZ,世纪瑞尔,软件服务
1642,300151.SZ,昌红科技,专用机械
1643,300152.SZ,新动力,环境保护
1644,300153.SZ,科泰电源,电气设备
1645,300154.SZ,瑞凌股份,机械基件
1646,300155.SZ,安居宝,IT设备
1647,300157.SZ,新锦动力,石油开采
1648,300158.SZ,振东制药,化学制药
1649,300159.SZ,新研股份,航空
1650,300160.SZ,秀强股份,家用电器
1651,300161.SZ,华中数控,机床制造
1652,300162.SZ,雷曼光电,元器件
1653,300163.SZ,先锋新材,其他建材
1654,300164.SZ,通源石油,石油开采
1655,300165.SZ,天瑞仪器,电器仪表
1656,300166.SZ,东方国信,软件服务
1657,300167.SZ,ST迪威迅,软件服务
1658,300168.SZ,万达信息,软件服务
1659,300169.SZ,天晟新材,塑料
1660,300170.SZ,汉得信息,软件服务
1661,300171.SZ,东富龙,医疗保健
1662,300172.SZ,中电环保,环境保护
1663,300173.SZ,福能东方,轻工机械
1664,300174.SZ,元力股份,化工原料
1665,300175.SZ,朗源股份,食品
1666,300176.SZ,派生科技,汽车配件
1667,300177.SZ,中海达,通信设备
1668,300179.SZ,四方达,矿物制品
1669,300180.SZ,华峰超纤,化纤
1670,300181.SZ,佐力药业,中成药
1671,300182.SZ,捷成股份,影视音像
1672,300183.SZ,东软载波,通信设备
1673,300184.SZ,力源信息,元器件
1674,300185.SZ,通裕重工,工程机械
1675,300187.SZ,永清环保,环境保护
1676,300188.SZ,美亚柏科,软件服务
1677,300189.SZ,神农科技,种植业
1678,300190.SZ,维尔利,环境保护
1679,300191.SZ,潜能恒信,石油开采
1680,300192.SZ,科德教育,文教休闲
1681,300193.SZ,佳士科技,专用机械
1682,300194.SZ,福安药业,化学制药
1683,300195.SZ,长荣股份,轻工机械
1684,300196.SZ,长海股份,玻璃
1685,300197.SZ,节能铁汉,环境保护
1686,300198.SZ,纳川股份,塑料
1687,300199.SZ,翰宇药业,化学制药
1688,300200.SZ,高盟新材,化工原料
1689,300201.SZ,海伦哲,工程机械
1690,300203.SZ,聚光科技,环境保护
1691,300204.SZ,舒泰神,生物制药
1692,300205.SZ,天喻信息,通信设备
1693,300206.SZ,理邦仪器,医疗保健
1694,300207.SZ,欣旺达,电气设备
1695,300208.SZ,青岛中程,电气设备
1696,300209.SZ,ST有棵树,互联网
1697,300210.SZ,森远股份,专用机械
1698,300211.SZ,亿通科技,通信设备
1699,300212.SZ,易华录,软件服务
1700,300213.SZ,佳讯飞鸿,通信设备
1701,300214.SZ,日科化学,化工原料
1702,300215.SZ,电科院,电气设备
1703,300217.SZ,东方电热,家用电器
1704,300218.SZ,安利股份,塑料
1705,300219.SZ,鸿利智汇,元器件
1706,300220.SZ,ST金运,专用机械
1707,300221.SZ,银禧科技,塑料
1708,300222.SZ,科大智能,电气设备
1709,300223.SZ,北京君正,半导体
1710,300224.SZ,正海磁材,矿物制品
1711,300225.SZ,金力泰,染料涂料
1712,300226.SZ,上海钢联,互联网
1713,300227.SZ,光韵达,专用机械
1714,300228.SZ,富瑞特装,化工机械
1715,300229.SZ,拓尔思,软件服务
1716,300230.SZ,永利股份,塑料
1717,300231.SZ,银信科技,软件服务
1718,300232.SZ,洲明科技,元器件
1719,300233.SZ,金城医药,化学制药
1720,300234.SZ,开尔新材,陶瓷
1721,300235.SZ,方直科技,软件服务
1722,300236.SZ,上海新阳,半导体
1723,300237.SZ,美晨生态,汽车配件
1724,300238.SZ,冠昊生物,医疗保健
1725,300239.SZ,东宝生物,生物制药
1726,300240.SZ,飞力达,仓储物流
1727,300241.SZ,瑞丰光电,半导体
1728,300242.SZ,佳云科技,互联网
1729,300243.SZ,瑞丰高材,化工原料
1730,300244.SZ,迪安诊断,医疗保健
1731,300245.SZ,天玑科技,软件服务
1732,300246.SZ,宝莱特,医疗保健
1733,300247.SZ,融捷健康,医疗保健
1734,300248.SZ,新开普,软件服务
1735,300249.SZ,依米康,IT设备
1736,300250.SZ,初灵信息,软件服务
1737,300251.SZ,光线传媒,影视音像
1738,300252.SZ,金信诺,通信设备
1739,300253.SZ,卫宁健康,软件服务
1740,300254.SZ,仟源医药,化学制药
1741,300255.SZ,常山药业,生物制药
1742,300256.SZ,星星科技,元器件
1743,300257.SZ,开山股份,机械基件
1744,300258.SZ,精锻科技,汽车配件
1745,300259.SZ,新天科技,电器仪表
1746,300260.SZ,新莱应材,机械基件
1747,300261.SZ,雅本化学,农药化肥
1748,300262.SZ,巴安水务,水务
1749,300263.SZ,隆华科技,专用机械
1750,300264.SZ,佳创视讯,软件服务
1751,300265.SZ,通光线缆,电气设备
1752,300266.SZ,兴源环境,环境保护
1753,300267.SZ,尔康制药,化学制药
1754,300268.SZ,*ST佳沃,农业综合
1755,300269.SZ,联建光电,元器件
1756,300270.SZ,中威电子,IT设备
1757,300271.SZ,华宇软件,软件服务
1758,300272.SZ,开能健康,家用电器
1759,300274.SZ,阳光电源,电气设备
1760,300275.SZ,梅安森,工程机械
1761,300276.SZ,三丰智能,专用机械
1762,300277.SZ,海联讯,软件服务
1763,300278.SZ,华昌达,专用机械
1764,300279.SZ,和晶科技,元器件
1765,300280.SZ,紫天科技,广告包装
1766,300281.SZ,金明精机,专用机械
1767,300282.SZ,*ST三盛,文教休闲
1768,300283.SZ,温州宏丰,电气设备
1769,300284.SZ,苏交科,建筑工程
1770,300285.SZ,国瓷材料,陶瓷
1771,300286.SZ,安科瑞,电器仪表
1772,300287.SZ,飞利信,软件服务
1773,300288.SZ,朗玛信息,软件服务
1774,300289.SZ,利德曼,医疗保健
1775,300290.SZ,荣科科技,软件服务
1776,300291.SZ,百纳千成,影视音像
1777,300292.SZ,吴通控股,互联网
1778,300293.SZ,蓝英装备,专用机械
1779,300294.SZ,博雅生物,生物制药
1780,300295.SZ,三六五网,互联网
1781,300296.SZ,利亚德,元器件
1782,300298.SZ,三诺生物,医疗保健
1783,300299.SZ,富春股份,互联网
1784,300300.SZ,海峡创新,软件服务
1785,300301.SZ,*ST长方,半导体
1786,300302.SZ,同有科技,软件服务
1787,300303.SZ,聚飞光电,半导体
1788,300304.SZ,云意电气,汽车配件
1789,300305.SZ,裕兴股份,塑料
1790,300306.SZ,远方信息,电器仪表
1791,300307.SZ,慈星股份,纺织机械
1792,300308.SZ,中际旭创,通信设备
1793,300310.SZ,宜通世纪,通信设备
1794,300311.SZ,任子行,软件服务
1795,300313.SZ,*ST天山,农业综合
1796,300314.SZ,戴维医疗,医疗保健
1797,300315.SZ,掌趣科技,互联网
1798,300316.SZ,晶盛机电,专用机械
1799,300317.SZ,珈伟新能,电气设备
1800,300318.SZ,博晖创新,医疗保健
1801,300319.SZ,麦捷科技,元器件
1802,300320.SZ,海达股份,橡胶
1803,300321.SZ,同大股份,塑料
1804,300322.SZ,硕贝德,元器件
1805,300323.SZ,华灿光电,半导体
1806,300324.SZ,旋极信息,软件服务
1807,300326.SZ,凯利泰,医疗保健
1808,300327.SZ,中颖电子,半导体
1809,300328.SZ,宜安科技,小金属
1810,300329.SZ,海伦钢琴,文教休闲
1811,300331.SZ,苏大维格,元器件
1812,300332.SZ,天壕能源,供气供热
1813,300333.SZ,兆日科技,IT设备
1814,300334.SZ,津膜科技,水务
1815,300335.SZ,迪森股份,供气供热
1816,300337.SZ,银邦股份,铝
1817,300338.SZ,开元教育,文教休闲
1818,300339.SZ,润和软件,软件服务
1819,300340.SZ,科恒股份,电气设备
1820,300341.SZ,麦克奥迪,电气设备
1821,300342.SZ,天银机电,家用电器
1822,300343.SZ,联创股份,化工原料
1823,300344.SZ,立方数科,软件服务
1824,300345.SZ,华民股份,机械基件
1825,300346.SZ,南大光电,半导体
1826,300347.SZ,泰格医药,医疗保健
1827,300348.SZ,长亮科技,软件服务
1828,300349.SZ,金卡智能,电器仪表
1829,300350.SZ,华鹏飞,软件服务
1830,300351.SZ,永贵电器,运输设备
1831,300352.SZ,北信源,软件服务
1832,300353.SZ,东土科技,通信设备
1833,300354.SZ,东华测试,电器仪表
1834,300355.SZ,蒙草生态,环境保护
1835,300357.SZ,我武生物,生物制药
1836,300358.SZ,楚天科技,医疗保健
1837,300359.SZ,全通教育,文教休闲
1838,300360.SZ,炬华科技,电器仪表
1839,300363.SZ,博腾股份,化学制药
1840,300364.SZ,中文在线,出版业
1841,300365.SZ,恒华科技,软件服务
1842,300366.SZ,创意信息,软件服务
1843,300368.SZ,汇金股份,IT设备
1844,300369.SZ,绿盟科技,软件服务
1845,300370.SZ,安控科技,电器仪表
1846,300371.SZ,汇中股份,电器仪表
1847,300373.SZ,扬杰科技,半导体
1848,300374.SZ,中铁装配,其他建材
1849,300375.SZ,鹏翎股份,汽车配件
1850,300376.SZ,易事特,电气设备
1851,300377.SZ,赢时胜,软件服务
1852,300378.SZ,鼎捷软件,软件服务
1853,300379.SZ,东方通,软件服务
1854,300380.SZ,安硕信息,软件服务
1855,300381.SZ,溢多利,化学制药
1856,300382.SZ,斯莱克,专用机械
1857,300383.SZ,光环新网,软件服务
1858,300384.SZ,三联虹普,建筑工程
1859,300385.SZ,雪浪环境,环境保护
1860,300386.SZ,飞天诚信,软件服务
1861,300387.SZ,富邦股份,农药化肥
1862,300388.SZ,节能国祯,环境保护
1863,300389.SZ,艾比森,元器件
1864,300390.SZ,天华新能,电气设备
1865,300391.SZ,长药控股,中成药
1866,300393.SZ,中来股份,塑料
1867,300394.SZ,天孚通信,通信设备
1868,300395.SZ,菲利华,玻璃
1869,300396.SZ,迪瑞医疗,医疗保健
1870,300397.SZ,天和防务,通信设备
1871,300398.SZ,飞凯材料,化工原料
1872,300399.SZ,天利科技,互联网
1873,300400.SZ,劲拓股份,专用机械
1874,300401.SZ,花园生物,化学制药
1875,300402.SZ,宝色股份,专用机械
1876,300403.SZ,汉宇集团,家用电器
1877,300404.SZ,博济医药,医疗保健
1878,300405.SZ,科隆股份,化工原料
1879,300406.SZ,九强生物,医疗保健
1880,300407.SZ,凯发电气,电气设备
1881,300408.SZ,三环集团,元器件
1882,300409.SZ,道氏技术,电气设备
1883,300410.SZ,正业科技,电气设备
1884,300411.SZ,金盾股份,专用机械
1885,300412.SZ,迦南科技,医疗保健
1886,300413.SZ,芒果超媒,影视音像
1887,300414.SZ,中光防雷,通信设备
1888,300415.SZ,伊之密,专用机械
1889,300416.SZ,苏试试验,电器仪表
1890,300417.SZ,南华仪器,电器仪表
1891,300418.SZ,昆仑万维,互联网
1892,300419.SZ,浩丰科技,软件服务
1893,300420.SZ,五洋停车,机械基件
1894,300421.SZ,力星股份,机械基件
1895,300422.SZ,博世科,环境保护
1896,300423.SZ,昇辉科技,电气设备
1897,300424.SZ,航新科技,航空
1898,300425.SZ,中建环能,环境保护
1899,300426.SZ,唐德影视,影视音像
1900,300427.SZ,*ST红相,电气设备
1901,300428.SZ,立中集团,汽车配件
1902,300429.SZ,强力新材,化工原料
1903,300430.SZ,诚益通,电器仪表
1904,300432.SZ,富临精工,汽车配件
1905,300433.SZ,蓝思科技,元器件
1906,300434.SZ,金石亚药,化学制药
1907,300435.SZ,中泰股份,供气供热
1908,300436.SZ,广生堂,化学制药
1909,300437.SZ,清水源,化工原料
1910,300438.SZ,鹏辉能源,电气设备
1911,300439.SZ,美康生物,医疗保健
1912,300440.SZ,运达科技,软件服务
1913,300441.SZ,鲍斯股份,机床制造
1914,300442.SZ,润泽科技,软件服务
1915,300443.SZ,金雷股份,电气设备
1916,300444.SZ,双杰电气,电气设备
1917,300445.SZ,康斯特,电器仪表
1918,300446.SZ,乐凯新材,化工原料
1919,300447.SZ,全信股份,电气设备
1920,300448.SZ,浩云科技,软件服务
1921,300449.SZ,汉邦高科,IT设备
1922,300450.SZ,先导智能,专用机械
1923,300451.SZ,创业慧康,软件服务
1924,300452.SZ,山河药辅,化学制药
1925,300453.SZ,三鑫医疗,医疗保健
1926,300454.SZ,深信服,软件服务
1927,300455.SZ,航天智装,IT设备
1928,300456.SZ,赛微电子,半导体
1929,300457.SZ,赢合科技,专用机械
1930,300458.SZ,全志科技,半导体
1931,300459.SZ,汤姆猫,互联网
1932,300460.SZ,惠伦晶体,元器件
1933,300461.SZ,田中精机,专用机械
1934,300462.SZ,华铭智能,IT设备
1935,300463.SZ,迈克生物,医疗保健
1936,300464.SZ,星徽股份,机械基件
1937,300465.SZ,高伟达,软件服务
1938,300466.SZ,赛摩智能,电器仪表
1939,300467.SZ,迅游科技,互联网
1940,300468.SZ,四方精创,软件服务
1941,300469.SZ,信息发展,软件服务
1942,300470.SZ,中密控股,机械基件
1943,300471.SZ,厚普股份,专用机械
1944,300472.SZ,新元科技,专用机械
1945,300473.SZ,德尔股份,汽车配件
1946,300474.SZ,景嘉微,元器件
1947,300475.SZ,香农芯创,元器件
1948,300476.SZ,胜宏科技,元器件
1949,300477.SZ,合纵科技,电气设备
1950,300478.SZ,杭州高新,塑料
1951,300479.SZ,神思电子,软件服务
1952,300480.SZ,光力科技,专用机械
1953,300481.SZ,濮阳惠成,化工原料
1954,300482.SZ,万孚生物,医疗保健
1955,300483.SZ,首华燃气,石油开采
1956,300484.SZ,蓝海华腾,电气设备
1957,300485.SZ,赛升药业,生物制药
1958,300486.SZ,东杰智能,专用机械
1959,300487.SZ,蓝晓科技,化工原料
1960,300488.SZ,恒锋工具,机械基件
1961,300489.SZ,光智科技,元器件
1962,300490.SZ,华自科技,电气设备
1963,300491.SZ,通合科技,电气设备
1964,300492.SZ,华图山鼎,建筑工程
1965,300493.SZ,润欣科技,元器件
1966,300494.SZ,盛天网络,互联网
1967,300495.SZ,*ST美尚,环境保护
1968,300496.SZ,中科创达,软件服务
1969,300497.SZ,富祥药业,化学制药
