date,asset,weight
20230904,000525.XSHE,0
20230904,000526.XSHE,0.000320249
20230904,000528.XSHE,0
20230904,000529.XSHE,0
20230904,000530.XSHE,0.000200636
20230904,000531.XSHE,0.000218326
20230904,000532.XSHE,0.000282766
20230904,000533.XSHE,0.000541283
20230904,000534.XSHE,0
20230904,000536.XSHE,0
20230904,000537.XSHE,0
20230904,000538.XSHE,0.000379452
20230904,000539.XSHE,0
20230904,000541.XSHE,0
20230904,000543.XSHE,0
20230904,000544.XSHE,0
20230904,000545.XSHE,8.73E-05
20230904,000546.XSHE,8.15E-05
20230904,000547.XSHE,0.000468241
20230904,000548.XSHE,0
20230904,000550.XSHE,0.000119913
20230904,000551.XSHE,0
20230904,000552.XSHE,2.88E-05
20230904,000553.XSHE,0.000188501
20230904,000554.XSHE,0
20230904,000555.XSHE,0.000115516
20230904,000557.XSHE,0
20230904,000558.XSHE,0.000235891
20230904,000559.XSHE,0.000766083
20230904,000560.XSHE,0.000168538
20230904,000561.XSHE,0.000431023
20230904,000563.XSHE,0.000464597
20230904,000564.XSHE,0
20230904,000565.XSHE,0.000505323
20230904,000566.XSHE,0
20230904,000567.XSHE,0.000382554
20230904,000568.XSHE,7.15E-05
20230904,000570.XSHE,0.000231843
20230904,000571.XSHE,0
20230904,000572.XSHE,0.000324207
20230904,000573.XSHE,0
20230904,000576.XSHE,0
20230904,000581.XSHE,0.000619626
20230904,000582.XSHE,0
20230904,000584.XSHE,0.000178729
20230904,000586.XSHE,0
20230904,000589.XSHE,0
20230904,000590.XSHE,0.000107407
20230904,000591.XSHE,0.000122225
20230904,000592.XSHE,0
20230904,000593.XSHE,0
20230904,000595.XSHE,0
20230904,000596.XSHE,4.95E-05
20230904,000597.XSHE,0.000390062
20230904,000598.XSHE,0
20230904,000599.XSHE,0
20230904,000600.XSHE,0.000751545
20230904,000601.XSHE,0
20230904,000603.XSHE,0
20230904,000605.XSHE,0.000277028
20230904,000607.XSHE,2.74E-05
20230904,000608.XSHE,0
20230904,000609.XSHE,0
20230904,000610.XSHE,0.000511546
20230904,000612.XSHE,0
20230904,000615.XSHE,0
20230904,000617.XSHE,4.68E-05
20230904,000619.XSHE,1.87E-05
20230904,000620.XSHE,0.000485182
20230904,000622.XSHE,0.000213949
20230904,000623.XSHE,0
20230904,000625.XSHE,0.00032714
20230904,000626.XSHE,0.000442046
20230904,000627.XSHE,0.000193543
20230904,000628.XSHE,0.000646455
20230904,000629.XSHE,0.000389111
20230904,000630.XSHE,0
20230904,000631.XSHE,0
20230904,000632.XSHE,0
20230904,000633.XSHE,0.00019326
20230904,000635.XSHE,0.000734059
20230904,000636.XSHE,0.000129122
20230904,000637.XSHE,0.000710181
20230904,000638.XSHE,0.000497793
20230904,000639.XSHE,0.000661768
20230904,000650.XSHE,0
20230904,000651.XSHE,0.000500846
20230904,000652.XSHE,0.000571453
20230904,000655.XSHE,0.000127113
20230904,000656.XSHE,0
20230904,000657.XSHE,0
20230904,000659.XSHE,0
20230904,000661.XSHE,0
20230904,000663.XSHE,0.000246077
20230904,000665.XSHE,0.000177411
20230904,000666.XSHE,0
20230904,000668.XSHE,0
20230904,000669.XSHE,0.000305548
20230904,000670.XSHE,0
20230904,000672.XSHE,0
20230904,000676.XSHE,0.00093759
20230904,000677.XSHE,0
20230904,000678.XSHE,0
20230904,000679.XSHE,0
20230904,000680.XSHE,0
20230904,000681.XSHE,0
20230904,000682.XSHE,0.000686437
20230904,000683.XSHE,0.000204286
20230904,000685.XSHE,0
20230904,000686.XSHE,0.000436785
20230904,000688.XSHE,0
20230904,000690.XSHE,0
20230904,000691.XSHE,0
20230904,000692.XSHE,0
20230904,000695.XSHE,0
20230904,000697.XSHE,0.000938769
20230904,000698.XSHE,0.000565893
20230904,000700.XSHE,0
20230904,000701.XSHE,0
20230904,000702.XSHE,0
20230904,000703.XSHE,0
20230904,000705.XSHE,0
20230904,000707.XSHE,5.61E-05
20230904,000708.XSHE,0.000277203
20230904,000709.XSHE,0
20230904,000710.XSHE,0.000807271
20230904,000711.XSHE,0.00021576
20230904,000712.XSHE,0.000501604
20230904,000713.XSHE,0
20230904,000715.XSHE,0.000365223
20230904,000716.XSHE,0
20230904,000717.XSHE,0.000199368
20230904,000718.XSHE,0.000102162
20230904,000719.XSHE,0
20230904,000720.XSHE,0
20230904,000721.XSHE,0.000814499
20230904,000722.XSHE,0.000683355
20230904,000723.XSHE,0
20230904,000725.XSHE,0
20230904,000726.XSHE,0
20230904,000727.XSHE,0
20230904,000728.XSHE,0
20230904,000729.XSHE,0.000239274
20230904,000731.XSHE,0.000633998
20230904,000733.XSHE,0.00011977
20230904,000735.XSHE,0
20230904,000736.XSHE,0.00059666
20230904,000737.XSHE,0
20230904,000738.XSHE,0.000215764
20230904,000739.XSHE,0.000213242
20230904,000750.XSHE,0
20230904,000751.XSHE,2.84E-05
20230904,000752.XSHE,0
20230904,000753.XSHE,0
20230904,000755.XSHE,0
20230904,000756.XSHE,0.00022231
20230904,000757.XSHE,0.000333122
20230904,000758.XSHE,0
20230904,000759.XSHE,0
20230904,000761.XSHE,0
20230904,000762.XSHE,0.001402299
20230904,000766.XSHE,0.000134844
20230904,000767.XSHE,0
20230904,000768.XSHE,0.000406452
20230904,000776.XSHE,0.000286758
20230904,000777.XSHE,0.001080463
20230904,000778.XSHE,0
20230904,000779.XSHE,1.17E-06
20230904,000782.XSHE,0
20230904,000783.XSHE,0
20230904,000785.XSHE,0
20230904,000786.XSHE,0
20230904,000788.XSHE,1.28E-06
20230904,000789.XSHE,4.57E-05
20230904,000790.XSHE,0.000955468
20230904,000791.XSHE,0
20230904,000792.XSHE,0.000126376
20230904,000793.XSHE,0.00047272
20230904,000795.XSHE,0.00082044
20230904,000796.XSHE,0
20230904,000797.XSHE,0
20230904,000798.XSHE,0
20230904,000799.XSHE,0
20230904,000800.XSHE,0
20230904,000801.XSHE,0.000929976
20230904,000802.XSHE,0
20230904,000803.XSHE,0
20230904,000807.XSHE,0
20230904,000809.XSHE,0
20230904,000810.XSHE,0.000127753
20230904,000811.XSHE,0
20230904,000812.XSHE,0.000136411
20230904,000813.XSHE,3.33E-05
20230904,000815.XSHE,0.000521342
20230904,000816.XSHE,0
20230904,000818.XSHE,0
20230904,000819.XSHE,0.000250832
20230904,000820.XSHE,0.000479604
20230904,000821.XSHE,0.000717097
20230904,000822.XSHE,0.000481542
20230904,000823.XSHE,0
20230904,000825.XSHE,0.000134375
20230904,000826.XSHE,0
20230904,000828.XSHE,0.000455664
20230904,000829.XSHE,5.25E-06
20230904,000830.XSHE,0.000387796
20230904,000831.XSHE,0.000477096
20230904,000833.XSHE,0
20230904,000836.XSHE,0
20230904,000837.XSHE,8.76E-05
20230904,000838.XSHE,0.000336593
20230904,000839.XSHE,0
20230904,000848.XSHE,0.0002896
20230904,000850.XSHE,0.000790016
20230904,000851.XSHE,0.000663189
20230904,000852.XSHE,0
20230904,000856.XSHE,0
20230904,000858.XSHE,0
20230904,000859.XSHE,0
20230904,000860.XSHE,0.000787977
20230904,000861.XSHE,0
20230904,000862.XSHE,9.55E-05
20230904,000863.XSHE,0.000214483
20230904,000868.XSHE,0.000253449
20230904,000869.XSHE,0.000227685
20230904,000875.XSHE,0.00030421
20230904,000876.XSHE,0.000133935
20230904,000877.XSHE,0.000276601
20230904,000878.XSHE,0.00044856
20230904,000880.XSHE,0
20230904,000881.XSHE,0.000252404
20230904,000882.XSHE,0
20230904,000883.XSHE,0
20230904,000885.XSHE,0
20230904,000886.XSHE,0
20230904,000887.XSHE,7.54E-05
20230904,000888.XSHE,0
20230904,000889.XSHE,0.000775126
20230904,000890.XSHE,0.00012666
20230904,000892.XSHE,0
20230904,000893.XSHE,0.00011658
20230904,000895.XSHE,0
20230904,000897.XSHE,0
20230904,000898.XSHE,0.000450547
20230904,000899.XSHE,4.03E-05
20230904,000900.XSHE,0
20230904,000901.XSHE,0
20230904,000902.XSHE,0
20230904,000903.XSHE,0.000297405
20230904,000905.XSHE,0
20230904,000906.XSHE,0
20230904,000908.XSHE,0.000517347
20230904,000909.XSHE,0
20230904,000910.XSHE,0
20230904,000911.XSHE,0.000579295
20230904,000912.XSHE,0
20230904,000913.XSHE,0
20230904,000915.XSHE,0.000354094
20230904,000917.XSHE,0
20230904,000919.XSHE,0.000615085
20230904,000920.XSHE,0
20230904,000921.XSHE,0
20230904,000922.XSHE,0.000260153
20230904,000923.XSHE,0
20230904,000925.XSHE,5.27E-07
20230904,000926.XSHE,0
20230904,000927.XSHE,0
20230904,000928.XSHE,0
20230904,000929.XSHE,9.97E-05
20230904,000930.XSHE,0.000630209
20230904,000931.XSHE,0
20230904,000932.XSHE,0
20230904,000933.XSHE,0
20230904,000935.XSHE,0
20230904,000936.XSHE,0.000273585
20230904,000937.XSHE,0
20230904,000938.XSHE,0
20230904,000948.XSHE,0.000259364
20230904,000949.XSHE,0.000270508
20230904,000950.XSHE,0
20230904,000951.XSHE,0.000244867
20230904,000952.XSHE,0
20230904,000953.XSHE,0.000207219
20230904,000955.XSHE,6.59E-05
20230904,000957.XSHE,0
20230904,000958.XSHE,0
20230904,000959.XSHE,0
20230904,000960.XSHE,0
20230904,000961.XSHE,0.000101132
20230904,000962.XSHE,0.000523092
20230904,000963.XSHE,0
20230904,000965.XSHE,0.000383772
20230904,000966.XSHE,0
20230904,000967.XSHE,4.34E-05
20230904,000968.XSHE,0.000345929
20230904,000969.XSHE,0.000208151
20230904,000970.XSHE,0.000706744
20230904,000971.XSHE,0.000256107
20230904,000972.XSHE,0
20230904,000973.XSHE,0
20230904,000975.XSHE,0
20230904,000976.XSHE,0.000452959
20230904,000977.XSHE,0.000501826
20230904,000978.XSHE,0
20230904,000980.XSHE,1.05E-05
20230904,000981.XSHE,0
20230904,000982.XSHE,6.57E-05
20230904,000983.XSHE,0.000354797
20230904,000985.XSHE,0.000507105
20230904,000987.XSHE,0
20230904,000988.XSHE,0
20230904,000989.XSHE,5.85E-05
20230904,000990.XSHE,0
20230904,000993.XSHE,0
20230904,000995.XSHE,0
20230904,000996.XSHE,0
20230904,000997.XSHE,0.000237904
20230904,000998.XSHE,0
20230904,000999.XSHE,1.52E-05
20230904,001201.XSHE,0.000648655
20230904,001202.XSHE,4.03E-05
20230904,001203.XSHE,0
20230904,001205.XSHE,0.000290302
20230904,001206.XSHE,0
20230904,001207.XSHE,0.000524341
20230904,001208.XSHE,0
20230904,001209.XSHE,0
20230904,001210.XSHE,0.000599884
20230904,001211.XSHE,0.000858732
20230904,001212.XSHE,1.65E-05
20230904,001213.XSHE,0.000173268
20230904,001215.XSHE,0
20230904,001216.XSHE,0
20230904,001217.XSHE,0
20230904,001218.XSHE,0.000881893
20230904,001219.XSHE,8.41E-05
20230904,001222.XSHE,0.000288451
20230904,001223.XSHE,0
20230904,001225.XSHE,4.04E-05
20230904,001226.XSHE,3.93E-05
20230904,001227.XSHE,0
20230904,001228.XSHE,0
20230904,001229.XSHE,0.000314073
20230904,001230.XSHE,0
20230904,001231.XSHE,0.000474196
20230904,001234.XSHE,0
20230904,001236.XSHE,0.000599448
20230904,001238.XSHE,4.77E-05
20230904,001255.XSHE,0
20230904,001256.XSHE,0.000731876
20230904,001258.XSHE,3.06E-05
20230904,001259.XSHE,0.000221831
20230904,001260.XSHE,0
20230904,001266.XSHE,0.000871184
20230904,001267.XSHE,0
20230904,001268.XSHE,0
20230904,001269.XSHE,0
20230904,001270.XSHE,0
20230904,001278.XSHE,0
20230904,001282.XSHE,0
20230904,001283.XSHE,0
20230904,001286.XSHE,0
20230904,001287.XSHE,0
20230904,001288.XSHE,0.000568307
20230904,001289.XSHE,0.000812329
20230904,001296.XSHE,0.000666368
20230904,001298.XSHE,2.88E-05
20230904,001299.XSHE,0.000231715
20230904,001300.XSHE,0
20230904,001301.XSHE,0.000544338
20230904,001308.XSHE,0.000680414
20230904,001309.XSHE,0.000758757
20230904,001311.XSHE,0
20230904,001313.XSHE,0.000763435
20230904,001314.XSHE,0
20230904,001316.XSHE,0.00035901
20230904,001317.XSHE,0.000379968
20230904,001318.XSHE,0.000930034
20230904,001319.XSHE,0.000516431
20230904,001322.XSHE,0
20230904,001323.XSHE,0
20230904,001324.XSHE,0
20230904,001328.XSHE,0.000516286
20230904,001330.XSHE,7.82E-05
20230904,001331.XSHE,0
20230904,001332.XSHE,0
20230904,001333.XSHE,0
20230904,001336.XSHE,0.00057076
20230904,001337.XSHE,0.000259194
20230904,001338.XSHE,0.0011866
20230904,001339.XSHE,0.00083176
20230904,001360.XSHE,0
20230904,001366.XSHE,9.53E-05
20230904,001367.XSHE,0.000593197
20230904,001368.XSHE,0
20230904,001373.XSHE,0
20230904,001380.XSHE,0
20230904,001696.XSHE,0
20230904,001872.XSHE,0
20230904,001896.XSHE,0.001040887
20230904,001914.XSHE,0
20230904,001965.XSHE,0
20230904,001979.XSHE,0
20230904,002001.XSHE,0
20230904,002002.XSHE,0
20230904,002003.XSHE,0.00038407
20230904,002004.XSHE,0
20230904,002005.XSHE,0
20230904,002006.XSHE,0
20230904,002007.XSHE,0
20230904,002008.XSHE,0
20230904,002009.XSHE,0
20230904,002010.XSHE,0
20230904,002011.XSHE,0
20230904,002012.XSHE,0.000303919
20230904,002014.XSHE,0
20230904,002015.XSHE,0
20230904,002016.XSHE,0
20230904,002017.XSHE,0
20230904,002019.XSHE,0.000536262
20230904,002020.XSHE,0.000367939
20230904,002021.XSHE,9.51E-05
20230904,002022.XSHE,0.000781513
20230904,002023.XSHE,0
20230904,002024.XSHE,0
20230904,002025.XSHE,0.000313919
20230904,002026.XSHE,0.000342099
20230904,002027.XSHE,0
20230904,002028.XSHE,3.95E-05
20230904,002029.XSHE,0
20230904,002030.XSHE,2.81E-05
20230904,002031.XSHE,0
20230904,002032.XSHE,0
20230904,002033.XSHE,0.000271984
20230904,002034.XSHE,3.27E-05
20230904,002035.XSHE,0
20230904,002036.XSHE,0
20230904,002037.XSHE,0
20230904,002038.XSHE,0
20230904,002039.XSHE,0
20230904,002040.XSHE,0
20230904,002041.XSHE,0.000232111
20230904,002042.XSHE,0
20230904,002043.XSHE,0
20230904,002044.XSHE,0.000964679
20230904,002045.XSHE,0
20230904,002046.XSHE,0.000664335
20230904,002047.XSHE,0.000430016
20230904,002048.XSHE,0
20230904,002049.XSHE,0.000319036
20230904,002050.XSHE,0.000520591
20230904,002051.XSHE,0.000174814
20230904,002052.XSHE,0
20230904,002053.XSHE,0.000242762
20230904,002054.XSHE,0
20230904,002055.XSHE,0.000766394
20230904,002056.XSHE,0.000221635
20230904,002057.XSHE,0.000284386
20230904,002058.XSHE,0
20230904,002059.XSHE,0.000745249
20230904,002060.XSHE,0.000195182
20230904,002061.XSHE,0
20230904,002062.XSHE,0.00026778
20230904,002063.XSHE,0.000704166
20230904,002064.XSHE,0
20230904,002065.XSHE,0.000380807
20230904,002066.XSHE,0
20230904,002067.XSHE,0
20230904,002068.XSHE,0
20230904,002069.XSHE,0.000700232
20230904,002072.XSHE,0
20230904,002073.XSHE,0.000320563
20230904,002074.XSHE,0
20230904,002075.XSHE,0
20230904,002076.XSHE,0
20230904,002077.XSHE,0
20230904,002078.XSHE,0
20230904,002079.XSHE,0.00088809
20230904,002080.XSHE,0
20230904,002081.XSHE,0.000526883
20230904,002082.XSHE,0.000119648
20230904,002083.XSHE,1.76E-05
20230904,002084.XSHE,0.000547162
20230904,002085.XSHE,0.000242777
20230904,002086.XSHE,3.74E-05
20230904,002087.XSHE,0
20230904,002088.XSHE,0.000514253
20230904,002089.XSHE,0.0002377
20230904,002090.XSHE,0
20230904,002091.XSHE,0
20230904,002092.XSHE,0
20230904,002093.XSHE,0.000527964
20230904,002094.XSHE,0
20230904,002095.XSHE,0
20230904,002096.XSHE,0
20230904,002097.XSHE,0.001011079
20230904,002098.XSHE,0
20230904,002099.XSHE,0
20230904,002100.XSHE,8.43E-05
20230904,002101.XSHE,0.000381985
20230904,002102.XSHE,6.41E-05
20230904,002103.XSHE,0.000172436
20230904,002104.XSHE,0.000272102
20230904,002105.XSHE,0.00038973
20230904,002106.XSHE,0
20230904,002107.XSHE,0
20230904,002108.XSHE,0.00010771
20230904,002109.XSHE,0
20230904,002110.XSHE,0
20230904,002111.XSHE,0.00138774
20230904,002112.XSHE,0.000207477
20230904,002114.XSHE,7.42E-05
20230904,002115.XSHE,0
20230904,002116.XSHE,0
20230904,002117.XSHE,0
20230904,002119.XSHE,0
20230904,002120.XSHE,0.000467451
20230904,002121.XSHE,0
20230904,002122.XSHE,0.000183971
20230904,002123.XSHE,0.000761097
20230904,002124.XSHE,0.000539662
20230904,002125.XSHE,0
20230904,002126.XSHE,0
20230904,002127.XSHE,1.62E-05
20230904,002128.XSHE,0
20230904,002129.XSHE,0
20230904,002130.XSHE,0
20230904,002131.XSHE,0
20230904,002132.XSHE,0
20230904,002133.XSHE,0.000231753
20230904,002134.XSHE,0.000218288
20230904,002135.XSHE,0.001066592
20230904,002136.XSHE,7.59E-07
20230904,002137.XSHE,0.000706498
20230904,002138.XSHE,0
20230904,002139.XSHE,0.000105835
20230904,002140.XSHE,0
20230904,002141.XSHE,0.000215755
20230904,002142.XSHE,0
20230904,002144.XSHE,0.000260143
20230904,002145.XSHE,0.000444054
20230904,002146.XSHE,0
20230904,002148.XSHE,0.000820664
20230904,002149.XSHE,3.89E-05
20230904,002150.XSHE,0.00011121
20230904,002151.XSHE,0
20230904,002152.XSHE,0
20230904,002153.XSHE,0.000150422
20230904,002154.XSHE,0
20230904,002155.XSHE,0
20230904,002156.XSHE,0.000395139
20230904,002157.XSHE,0.000160643
20230904,002158.XSHE,9.90E-05
20230904,002159.XSHE,0
20230904,002160.XSHE,0
20230904,002161.XSHE,0.000542428
20230904,002162.XSHE,0
20230904,002163.XSHE,0.000163999
20230904,002164.XSHE,0
20230904,002165.XSHE,0
20230904,002166.XSHE,0.000222862
20230904,002167.XSHE,0
20230904,002168.XSHE,0
20230904,002169.XSHE,0.000297921
20230904,002170.XSHE,1.29E-05
20230904,002171.XSHE,0.000262563
20230904,002172.XSHE,0
20230904,002173.XSHE,0
20230904,002174.XSHE,0
20230904,002175.XSHE,0
20230904,002176.XSHE,0
20230904,002177.XSHE,0.000433827
20230904,002178.XSHE,0.000798726
20230904,002179.XSHE,0
20230904,002180.XSHE,0.000289354
20230904,002181.XSHE,0
20230904,002182.XSHE,0.000622564
20230904,002183.XSHE,0.00016296
20230904,002184.XSHE,0.000186713
20230904,002185.XSHE,3.89E-05
20230904,002186.XSHE,0
20230904,002187.XSHE,0.000251128
20230904,002188.XSHE,0
20230904,002189.XSHE,0.001025458
20230904,002190.XSHE,0.000528215
20230904,002191.XSHE,0
20230904,002192.XSHE,0
20230904,002193.XSHE,0.001023774
20230904,002194.XSHE,0.000106748
20230904,002195.XSHE,0
20230904,002196.XSHE,0.000339728
20230904,002197.XSHE,0.000589039
20230904,002198.XSHE,0.000320672
20230904,002199.XSHE,0
20230904,002200.XSHE,0
20230904,002201.XSHE,0.000535435
20230904,002202.XSHE,0
20230904,002203.XSHE,0
20230904,002204.XSHE,0
20230904,002205.XSHE,8.18E-05
20230904,002206.XSHE,0.00066048
20230904,002207.XSHE,0
20230904,002208.XSHE,0
20230904,002209.XSHE,0.000646464
20230904,002210.XSHE,0
20230904,002211.XSHE,0.000319967
20230904,002212.XSHE,3.39E-05
20230904,002213.XSHE,0
20230904,002214.XSHE,0.000453639
20230904,002215.XSHE,0
20230904,002216.XSHE,0.000466205
20230904,002217.XSHE,0
20230904,002218.XSHE,0.000478444
20230904,002219.XSHE,0
20230904,002221.XSHE,0
20230904,002222.XSHE,0
20230904,002223.XSHE,0.001266395
20230904,002224.XSHE,0
20230904,002225.XSHE,0
20230904,002226.XSHE,0.000186352
20230904,002227.XSHE,0.000830618
20230904,002228.XSHE,0
20230904,002229.XSHE,0.000370867
20230904,002230.XSHE,0.000544088
20230904,002231.XSHE,0.000155813
20230904,002232.XSHE,0.000430811
20230904,002233.XSHE,0.000429974
20230904,002234.XSHE,0.000620801
20230904,002235.XSHE,0.000363055
20230904,002236.XSHE,0
20230904,002237.XSHE,0
20230904,002238.XSHE,0.000860671
20230904,002239.XSHE,0.000928312
20230904,002240.XSHE,0.000510555
20230904,002241.XSHE,0
20230904,002242.XSHE,0.000435976
20230904,002243.XSHE,0
20230904,002244.XSHE,0
20230904,002245.XSHE,0
20230904,002246.XSHE,0
20230904,002247.XSHE,0.000490396
20230904,002248.XSHE,0
20230904,002249.XSHE,0.000264539
20230904,002250.XSHE,0.000257776
20230904,002251.XSHE,0.00057089
20230904,002252.XSHE,0.000256875
20230904,002253.XSHE,0
20230904,002254.XSHE,0
20230904,002255.XSHE,0.000536582
20230904,002256.XSHE,0.000213591
20230904,002258.XSHE,0
20230904,002259.XSHE,0.000118637
20230904,002261.XSHE,0.000469801
20230904,002262.XSHE,0
20230904,002263.XSHE,0.000593836
20230904,002264.XSHE,0
20230904,002265.XSHE,0
20230904,002266.XSHE,0.000207831
20230904,002267.XSHE,0.000222483
20230904,002268.XSHE,0
20230904,002269.XSHE,0
20230904,002270.XSHE,0.000418117
20230904,002271.XSHE,0
20230904,002272.XSHE,6.29E-05
20230904,002273.XSHE,0.000279442
20230904,002274.XSHE,0.000254051
20230904,002275.XSHE,0
20230904,002276.XSHE,0
20230904,002277.XSHE,0.000360877
20230904,002278.XSHE,0
20230904,002279.XSHE,0
20230904,002280.XSHE,0.000564556
20230904,002281.XSHE,0
20230904,002282.XSHE,0.001040996
20230904,002283.XSHE,0
20230904,002284.XSHE,2.47E-05
20230904,002285.XSHE,0
20230904,002286.XSHE,1.30E-05
20230904,002287.XSHE,0
20230904,002288.XSHE,0
20230904,002289.XSHE,0
20230904,002290.XSHE,0.000592097
20230904,002291.XSHE,0.000120597
20230904,002292.XSHE,0.000371168
20230904,002293.XSHE,0
20230904,002294.XSHE,0
20230904,002295.XSHE,0.00018386
20230904,002296.XSHE,0
20230904,002297.XSHE,0.000615187
20230904,002298.XSHE,0.000592088
20230904,002299.XSHE,0
20230904,002300.XSHE,0
20230904,002301.XSHE,0
20230904,002302.XSHE,0
20230904,002303.XSHE,0
20230904,002304.XSHE,0
20230904,002305.XSHE,0.000714901
20230904,002306.XSHE,6.31E-05
20230904,002307.XSHE,0
20230904,002308.XSHE,0
20230904,002309.XSHE,0.000825999
20230904,002310.XSHE,0.000203574
20230904,002311.XSHE,0.00027946
20230904,002312.XSHE,0
20230904,002313.XSHE,0
20230904,002314.XSHE,9.89E-05
20230904,002315.XSHE,1.04E-05
20230904,002316.XSHE,5.14E-05
20230904,002317.XSHE,0
20230904,002318.XSHE,8.27E-05
20230904,002319.XSHE,0.000353678
20230904,002320.XSHE,0
20230904,002321.XSHE,0.000925269
20230904,002322.XSHE,0.000267029
20230904,002323.XSHE,0.000817001
20230904,002324.XSHE,0
20230904,002325.XSHE,0
20230904,002326.XSHE,0.000455158
20230904,002327.XSHE,0
20230904,002328.XSHE,0.000101316
20230904,002329.XSHE,0.000123003
20230904,002330.XSHE,0
20230904,002331.XSHE,0.001726135
20230904,002332.XSHE,0
20230904,002333.XSHE,0.000244804
20230904,002334.XSHE,0
20230904,002335.XSHE,0.00079693
20230904,002336.XSHE,0
20230904,002337.XSHE,0.000240819
20230904,002338.XSHE,0
20230904,002339.XSHE,0
20230904,002340.XSHE,0
20230904,002341.XSHE,0.000363453
20230904,002342.XSHE,0
20230904,002343.XSHE,0
20230904,002344.XSHE,0.001060461
20230904,002345.XSHE,0
20230904,002346.XSHE,0.000882658
20230904,002347.XSHE,6.33E-05
20230904,002348.XSHE,0
20230904,002349.XSHE,0.000385991
20230904,002350.XSHE,0
20230904,002351.XSHE,0
20230904,002352.XSHE,0
20230904,002353.XSHE,0.000369522
20230904,002354.XSHE,0.000554257
20230904,002355.XSHE,0.000167375
20230904,002356.XSHE,0
20230904,002357.XSHE,0.000503666
20230904,002358.XSHE,0
20230904,002360.XSHE,0.000399559
20230904,002361.XSHE,0.000207674
20230904,002362.XSHE,0
20230904,002363.XSHE,0
20230904,002364.XSHE,0.000569852
