date,asset,weight
20230905,300506.XSHE,0
20230905,300507.XSHE,0
20230905,300508.XSHE,0
20230905,300509.XSHE,0.000973122
20230905,300510.XSHE,0.000307901
20230905,300511.XSHE,0.000298475
20230905,300512.XSHE,0.000299975
20230905,300513.XSHE,0.000203461
20230905,300514.XSHE,0
20230905,300515.XSHE,0
20230905,300516.XSHE,0.000171059
20230905,300517.XSHE,0.000262047
20230905,300518.XSHE,0.000913208
20230905,300519.XSHE,0.000236695
20230905,300520.XSHE,0.001225308
20230905,300521.XSHE,0.000182732
20230905,300522.XSHE,0.000318434
20230905,300523.XSHE,0
20230905,300525.XSHE,0.000640349
20230905,300527.XSHE,0
20230905,300528.XSHE,0
20230905,300529.XSHE,0.000763327
20230905,300530.XSHE,0
20230905,300531.XSHE,0
20230905,300532.XSHE,0.000537467
20230905,300533.XSHE,0
20230905,300534.XSHE,0.0002179
20230905,300535.XSHE,1.93E-05
20230905,300536.XSHE,0.00017375
20230905,300537.XSHE,9.31E-05
20230905,300538.XSHE,5.93E-05
20230905,300539.XSHE,0
20230905,300540.XSHE,0
20230905,300541.XSHE,0
20230905,300542.XSHE,0
20230905,300543.XSHE,0.000418568
20230905,300545.XSHE,0.000576251
20230905,300546.XSHE,0
20230905,300547.XSHE,2.28E-05
20230905,300548.XSHE,0
20230905,300549.XSHE,0
20230905,300550.XSHE,0.001115278
20230905,300551.XSHE,0.000726534
20230905,300552.XSHE,0.000183749
20230905,300553.XSHE,0.000544952
20230905,300554.XSHE,0
20230905,300555.XSHE,0
20230905,300556.XSHE,0.000338333
20230905,300557.XSHE,0.000189112
20230905,300558.XSHE,0.001517726
20230905,300559.XSHE,0.000389339
20230905,300560.XSHE,0
20230905,300561.XSHE,0.000678859
20230905,300562.XSHE,0
20230905,300563.XSHE,0
20230905,300564.XSHE,0
20230905,300565.XSHE,0
20230905,300566.XSHE,0
20230905,300567.XSHE,0.000287111
20230905,300568.XSHE,6.42E-05
20230905,300569.XSHE,0
20230905,300570.XSHE,0.0001547
20230905,300571.XSHE,0.000422153
20230905,300572.XSHE,0
20230905,300573.XSHE,0
20230905,300575.XSHE,0.000207517
20230905,300576.XSHE,0.000121582
20230905,300577.XSHE,0
20230905,300578.XSHE,0
20230905,300579.XSHE,4.60E-05
20230905,300580.XSHE,0.00017994
20230905,300581.XSHE,0.00081533
20230905,300582.XSHE,0.000955209
20230905,300583.XSHE,0
20230905,300584.XSHE,0.000711238
20230905,300585.XSHE,0
20230905,300586.XSHE,0
20230905,300587.XSHE,0
20230905,300588.XSHE,0
20230905,300589.XSHE,0
20230905,300590.XSHE,0
20230905,300591.XSHE,0
20230905,300592.XSHE,0.000462217
20230905,300593.XSHE,0.000473835
20230905,300594.XSHE,0
20230905,300595.XSHE,0.00075848
20230905,300596.XSHE,0
20230905,300597.XSHE,0.000394851
20230905,300598.XSHE,3.40E-05
20230905,300599.XSHE,0.000222799
20230905,300600.XSHE,0
20230905,300601.XSHE,0.000106392
20230905,300602.XSHE,0.000171931
20230905,300603.XSHE,0
20230905,300604.XSHE,0.000617889
20230905,300605.XSHE,0.000483923
20230905,300606.XSHE,0.00097677
20230905,300607.XSHE,0.000302809
20230905,300608.XSHE,0
20230905,300609.XSHE,0
20230905,300610.XSHE,0
20230905,300611.XSHE,0
20230905,300612.XSHE,0
20230905,300613.XSHE,0
20230905,300614.XSHE,0.00046456
20230905,300615.XSHE,0
20230905,300616.XSHE,0
20230905,300617.XSHE,0.000141134
20230905,300618.XSHE,0
20230905,300619.XSHE,0.000495037
20230905,300620.XSHE,0.000376388
20230905,300621.XSHE,0.000830106
20230905,300622.XSHE,0
20230905,300623.XSHE,0.000677522
20230905,300624.XSHE,0
20230905,300625.XSHE,0
20230905,300626.XSHE,0.00054442
20230905,300627.XSHE,0
20230905,300628.XSHE,9.10E-05
20230905,300629.XSHE,0.000597727
20230905,300630.XSHE,5.54E-05
20230905,300631.XSHE,0
20230905,300632.XSHE,0.000787134
20230905,300633.XSHE,5.63E-05
20230905,300634.XSHE,7.78E-05
20230905,300635.XSHE,0
20230905,300636.XSHE,0
20230905,300637.XSHE,0.000102498
20230905,300638.XSHE,8.52E-05
20230905,300639.XSHE,0.000150643
20230905,300640.XSHE,3.84E-05
20230905,300641.XSHE,0.000205068
20230905,300642.XSHE,4.38E-05
20230905,300643.XSHE,0.00093937
20230905,300644.XSHE,0
20230905,300645.XSHE,0
20230905,300647.XSHE,0
20230905,300648.XSHE,0.001081252
20230905,300649.XSHE,0.000307409
20230905,300650.XSHE,9.40E-05
20230905,300651.XSHE,0
20230905,300652.XSHE,0.001676771
20230905,300653.XSHE,0
20230905,300654.XSHE,1.98E-05
20230905,300655.XSHE,0
20230905,300656.XSHE,0.000453382
20230905,300657.XSHE,5.73E-05
20230905,300658.XSHE,0
20230905,300659.XSHE,0.000831757
20230905,300660.XSHE,0.000160921
20230905,300661.XSHE,0.000618977
20230905,300662.XSHE,0.000365529
20230905,300663.XSHE,0
20230905,300664.XSHE,0
20230905,300665.XSHE,0.000317809
20230905,300666.XSHE,0.000610284
20230905,300667.XSHE,0
20230905,300668.XSHE,0.000479393
20230905,300669.XSHE,0.000360582
20230905,300670.XSHE,0.000689978
20230905,300671.XSHE,0.000278413
20230905,300672.XSHE,0.000377504
20230905,300673.XSHE,7.15E-05
20230905,300674.XSHE,0
20230905,300675.XSHE,0.000596942
20230905,300676.XSHE,0.001354247
20230905,300677.XSHE,0.000418678
20230905,300678.XSHE,6.31E-05
20230905,300679.XSHE,0
20230905,300680.XSHE,0.000942907
20230905,300681.XSHE,4.43E-05
20230905,300682.XSHE,0
20230905,300683.XSHE,0.000633122
20230905,300684.XSHE,0
20230905,300685.XSHE,0
20230905,300686.XSHE,0
20230905,300687.XSHE,0
20230905,300688.XSHE,0.000109259
20230905,300689.XSHE,0
20230905,300690.XSHE,0
20230905,300691.XSHE,0
20230905,300692.XSHE,0.000136996
20230905,300693.XSHE,0
20230905,300694.XSHE,0.000283058
20230905,300695.XSHE,0
20230905,300696.XSHE,0.000906663
20230905,300697.XSHE,0
20230905,300698.XSHE,0
20230905,300699.XSHE,0.001082596
20230905,300700.XSHE,0
20230905,300701.XSHE,0
20230905,300702.XSHE,0.000220625
20230905,300703.XSHE,0.000178925
20230905,300705.XSHE,0.000534263
20230905,300706.XSHE,0
20230905,300707.XSHE,0
20230905,300708.XSHE,0
20230905,300709.XSHE,0
20230905,300710.XSHE,0.000356855
20230905,300711.XSHE,0.000426347
20230905,300712.XSHE,0.000677532
20230905,300713.XSHE,0.000203917
20230905,300715.XSHE,0
20230905,300716.XSHE,0
20230905,300717.XSHE,0
20230905,300718.XSHE,8.61E-06
20230905,300719.XSHE,0.000795091
20230905,300720.XSHE,0.000226683
20230905,300721.XSHE,0.00019576
20230905,300722.XSHE,0.000259465
20230905,300723.XSHE,0
20230905,300724.XSHE,0
20230905,300725.XSHE,0
20230905,300726.XSHE,8.89E-05
20230905,300727.XSHE,0.00126391
20230905,300729.XSHE,0.00021684
20230905,300730.XSHE,0
20230905,300731.XSHE,0
20230905,300732.XSHE,0.000244406
20230905,300733.XSHE,0
20230905,300735.XSHE,0.000163719
20230905,300736.XSHE,0.000198326
20230905,300737.XSHE,0.000190048
20230905,300738.XSHE,0
20230905,300739.XSHE,0.000926907
20230905,300740.XSHE,0
20230905,300741.XSHE,0
20230905,300742.XSHE,0
20230905,300743.XSHE,0.000631609
20230905,300745.XSHE,0
20230905,300746.XSHE,0.000854178
20230905,300747.XSHE,0.000829323
20230905,300748.XSHE,2.76E-05
20230905,300749.XSHE,0.000136861
20230905,300750.XSHE,0
20230905,300751.XSHE,0.000116544
20230905,300752.XSHE,0.000344388
20230905,300753.XSHE,3.62E-06
20230905,300755.XSHE,0
20230905,300756.XSHE,0.000264473
20230905,300757.XSHE,0.000175718
20230905,300758.XSHE,0.000251451
20230905,300759.XSHE,0
20230905,300760.XSHE,1.95E-05
20230905,300761.XSHE,0
20230905,300762.XSHE,0
20230905,300763.XSHE,0
20230905,300765.XSHE,0.000589989
20230905,300766.XSHE,0.000317384
20230905,300767.XSHE,0.000285612
20230905,300768.XSHE,0
20230905,300769.XSHE,0
20230905,300770.XSHE,0.000643383
20230905,300771.XSHE,0
20230905,300772.XSHE,0
20230905,300773.XSHE,0
20230905,300774.XSHE,0.000189892
20230905,300775.XSHE,0
20230905,300776.XSHE,0.001363971
20230905,300777.XSHE,0
20230905,300778.XSHE,0.000270765
20230905,300779.XSHE,0
20230905,300780.XSHE,0
20230905,300781.XSHE,0.000209545
20230905,300782.XSHE,0
20230905,300783.XSHE,0.000200222
20230905,300785.XSHE,0.000454491
20230905,300786.XSHE,0
20230905,300787.XSHE,0
20230905,300788.XSHE,0
20230905,300789.XSHE,0
20230905,300790.XSHE,0
20230905,300791.XSHE,2.92E-05
20230905,300792.XSHE,0
20230905,300793.XSHE,0.00084722
20230905,300795.XSHE,0.000565416
20230905,300796.XSHE,0.000523379
20230905,300797.XSHE,0
20230905,300798.XSHE,0.000226041
20230905,300799.XSHE,0.000187011
20230905,300800.XSHE,0
20230905,300801.XSHE,1.44E-05
20230905,300802.XSHE,0
20230905,300803.XSHE,0.000325216
20230905,300804.XSHE,0
20230905,300805.XSHE,0.000841635
20230905,300806.XSHE,0.000535386
20230905,300807.XSHE,0.001348679
20230905,300808.XSHE,0.000735069
20230905,300809.XSHE,0
20230905,300810.XSHE,0
20230905,300811.XSHE,0
20230905,300812.XSHE,3.05E-05
20230905,300813.XSHE,0
20230905,300814.XSHE,0.000191413
20230905,300815.XSHE,0
20230905,300816.XSHE,0.000991679
20230905,300817.XSHE,0.00039166
20230905,300818.XSHE,0
20230905,300819.XSHE,0.000376334
20230905,300820.XSHE,0.000821143
20230905,300821.XSHE,0
20230905,300822.XSHE,0.00105569
20230905,300823.XSHE,0
20230905,300824.XSHE,0.00044856
20230905,300825.XSHE,0
20230905,300826.XSHE,0.000321141
20230905,300827.XSHE,2.86E-05
20230905,300828.XSHE,0.000124012
20230905,300829.XSHE,0.000559774
20230905,300830.XSHE,0.000337568
20230905,300831.XSHE,7.67E-05
20230905,300832.XSHE,0.000125883
20230905,300833.XSHE,0.000274027
20230905,300834.XSHE,0.000632896
20230905,300835.XSHE,0.000162791
20230905,300836.XSHE,0.000490153
20230905,300837.XSHE,0.001163893
20230905,300838.XSHE,0
20230905,300839.XSHE,0.000754308
20230905,300840.XSHE,0.00019189
20230905,300841.XSHE,0
20230905,300842.XSHE,0
20230905,300843.XSHE,0.000260945
20230905,300844.XSHE,0.000383179
20230905,300845.XSHE,0.001334049
20230905,300846.XSHE,0
20230905,300847.XSHE,0
20230905,300848.XSHE,0.00039904
20230905,300849.XSHE,0
20230905,300850.XSHE,0
20230905,300851.XSHE,0.000683369
20230905,300852.XSHE,0
20230905,300853.XSHE,0.000567074
20230905,300854.XSHE,0
20230905,300855.XSHE,0
20230905,300856.XSHE,0
20230905,300857.XSHE,0.000132261
20230905,300858.XSHE,0.000417133
20230905,300859.XSHE,5.76E-05
20230905,300860.XSHE,0.00031807
20230905,300861.XSHE,0.000665715
20230905,300862.XSHE,0.000617382
20230905,300863.XSHE,0
20230905,300864.XSHE,1.62E-05
20230905,300865.XSHE,0
20230905,300866.XSHE,0
20230905,300867.XSHE,0.00058433
20230905,300868.XSHE,0
20230905,300869.XSHE,0
20230905,300870.XSHE,0
20230905,300871.XSHE,0
20230905,300872.XSHE,0
20230905,300873.XSHE,0
20230905,300875.XSHE,0
20230905,300876.XSHE,0.000644852
20230905,300877.XSHE,0
20230905,300878.XSHE,1.86E-05
20230905,300879.XSHE,0
20230905,300880.XSHE,0
20230905,300881.XSHE,0
20230905,300882.XSHE,0.001000169
20230905,300883.XSHE,0
20230905,300884.XSHE,0.000519179
20230905,300885.XSHE,0.000455948
20230905,300886.XSHE,0
20230905,300887.XSHE,0
20230905,300888.XSHE,0.000628103
20230905,300889.XSHE,0.000106194
20230905,300890.XSHE,0.000415124
20230905,300891.XSHE,0
20230905,300892.XSHE,0.001005913
20230905,300893.XSHE,0
20230905,300894.XSHE,0.000110581
20230905,300895.XSHE,6.23E-06
20230905,300896.XSHE,0.000744045
20230905,300897.XSHE,0.001023928
20230905,300898.XSHE,0
20230905,300899.XSHE,0
20230905,300900.XSHE,0.000690779
20230905,300901.XSHE,0.000251997
20230905,300902.XSHE,0
20230905,300903.XSHE,0.000286172
20230905,300904.XSHE,0.000942459
20230905,300905.XSHE,0.000247243
20230905,300906.XSHE,0.001662013
20230905,300907.XSHE,0
20230905,300908.XSHE,0.001037097
20230905,300909.XSHE,7.88E-05
20230905,300910.XSHE,0
20230905,300911.XSHE,0
20230905,300912.XSHE,0.000178002
20230905,300913.XSHE,0.000164905
20230905,300915.XSHE,0
20230905,300916.XSHE,0.000367151
20230905,300917.XSHE,0
20230905,300918.XSHE,0.000668788
20230905,300919.XSHE,0
20230905,300920.XSHE,0.000900341
20230905,300921.XSHE,0.000137981
20230905,300922.XSHE,0
20230905,300923.XSHE,0.000224403
20230905,300925.XSHE,0.000283792
20230905,300926.XSHE,0
20230905,300927.XSHE,0.000251519
20230905,300928.XSHE,0
20230905,300929.XSHE,0
20230905,300930.XSHE,0
20230905,300931.XSHE,0
20230905,300932.XSHE,0
20230905,300933.XSHE,0.000195087
20230905,300935.XSHE,0
20230905,300936.XSHE,0.00042278
20230905,300937.XSHE,0
20230905,300938.XSHE,0
20230905,300939.XSHE,0.000196296
20230905,300940.XSHE,0
20230905,300941.XSHE,1.17E-05
20230905,300942.XSHE,0.000658543
20230905,300943.XSHE,0
20230905,300945.XSHE,0.000491645
20230905,300946.XSHE,0.000580245
20230905,300947.XSHE,4.76E-05
20230905,300948.XSHE,0
20230905,300949.XSHE,0
20230905,300950.XSHE,0
20230905,300951.XSHE,0.000494314
20230905,300952.XSHE,0
20230905,300953.XSHE,0
20230905,300955.XSHE,3.33E-05
20230905,300956.XSHE,0.000595274
20230905,300957.XSHE,0
20230905,300958.XSHE,0
20230905,300959.XSHE,0
20230905,300960.XSHE,0.00029688
20230905,300961.XSHE,6.22E-05
20230905,300962.XSHE,0.000463608
20230905,300963.XSHE,0.000684269
20230905,300964.XSHE,0.00010729
20230905,300965.XSHE,0.000300357
20230905,300966.XSHE,0.000876574
20230905,300967.XSHE,0
20230905,300968.XSHE,0.000385461
20230905,300969.XSHE,0
20230905,300970.XSHE,0.00072141
20230905,300971.XSHE,0
20230905,300972.XSHE,0
20230905,300973.XSHE,0.000329539
20230905,300975.XSHE,0.000188991
20230905,300976.XSHE,0.000322286
20230905,300977.XSHE,0
20230905,300978.XSHE,0.00014365
20230905,300979.XSHE,0
20230905,300980.XSHE,0.000208096
20230905,300981.XSHE,0
20230905,300982.XSHE,0.000248762
20230905,300983.XSHE,0.000259738
20230905,300984.XSHE,0
20230905,300985.XSHE,0.000348654
20230905,300986.XSHE,0
20230905,300987.XSHE,0
20230905,300988.XSHE,0.00045921
20230905,300989.XSHE,0
20230905,300990.XSHE,5.84E-05
20230905,300991.XSHE,0.000527186
20230905,300992.XSHE,0
20230905,300993.XSHE,0.00025302
20230905,300994.XSHE,0
20230905,300995.XSHE,8.67E-05
20230905,300996.XSHE,0.000196287
20230905,300997.XSHE,0.000221071
20230905,300998.XSHE,0.000733136
20230905,300999.XSHE,0.000317666
20230905,301000.XSHE,0.000870899
20230905,301001.XSHE,0.001640333
20230905,301002.XSHE,0.000431016
20230905,301003.XSHE,0.000437875
20230905,301004.XSHE,5.18E-05
20230905,301005.XSHE,0.000378741
20230905,301006.XSHE,0
20230905,301007.XSHE,0.000650029
20230905,301008.XSHE,0.000375979
20230905,301009.XSHE,0
20230905,301010.XSHE,0.00016802
20230905,301011.XSHE,0.000645257
20230905,301012.XSHE,0.000146793
20230905,301013.XSHE,0
20230905,301015.XSHE,0
20230905,301016.XSHE,0.000461031
20230905,301017.XSHE,0.000380785
20230905,301018.XSHE,0
20230905,301019.XSHE,0
20230905,301020.XSHE,0
20230905,301021.XSHE,0.000535331
20230905,301022.XSHE,0
20230905,301023.XSHE,0
20230905,301024.XSHE,1.27E-05
20230905,301025.XSHE,0
20230905,301026.XSHE,0
20230905,301027.XSHE,0
20230905,301028.XSHE,0.00017919
20230905,301029.XSHE,0
20230905,301030.XSHE,0.000296819
20230905,301031.XSHE,0
20230905,301032.XSHE,0.000240133
20230905,301033.XSHE,0
20230905,301035.XSHE,0.000324903
20230905,301036.XSHE,0.000306979
20230905,301037.XSHE,0.00013373
20230905,301038.XSHE,0
20230905,301039.XSHE,0.000595738
20230905,301040.XSHE,0.000501183
20230905,301041.XSHE,0
20230905,301042.XSHE,4.38E-05
20230905,301043.XSHE,0.000198464
20230905,301045.XSHE,0.000243108
20230905,301046.XSHE,0.000941783
20230905,301047.XSHE,0
20230905,301048.XSHE,0.000441022
20230905,301049.XSHE,0.000569289
20230905,301050.XSHE,0.000119215
20230905,301051.XSHE,0.000388806
20230905,301052.XSHE,0
20230905,301053.XSHE,0
20230905,301055.XSHE,0
20230905,301056.XSHE,0
20230905,301057.XSHE,0
20230905,301058.XSHE,0
20230905,301059.XSHE,0.000387065
20230905,301060.XSHE,0
20230905,301061.XSHE,4.95E-05
20230905,301062.XSHE,0.000243469
20230905,301063.XSHE,0
20230905,301065.XSHE,0
20230905,301066.XSHE,0
20230905,301067.XSHE,0.000534901
20230905,301068.XSHE,0.000408517
20230905,301069.XSHE,0.000301773
20230905,301070.XSHE,0.000915338
20230905,301071.XSHE,0
20230905,301072.XSHE,0.000337699
20230905,301073.XSHE,0
20230905,301075.XSHE,0
20230905,301076.XSHE,0.000374885
20230905,301077.XSHE,0.000821462
20230905,301078.XSHE,0.001099005
20230905,301079.XSHE,0
20230905,301080.XSHE,0.000774662
20230905,301081.XSHE,0
20230905,301082.XSHE,0.0004458
20230905,301083.XSHE,0.000605046
20230905,301085.XSHE,0
20230905,301086.XSHE,0.000136353
20230905,301087.XSHE,0
20230905,301088.XSHE,1.62E-05
20230905,301089.XSHE,0
20230905,301090.XSHE,0
20230905,301091.XSHE,0.000217126
20230905,301092.XSHE,0
20230905,301093.XSHE,0.000459684
20230905,301095.XSHE,0
20230905,301096.XSHE,0
20230905,301097.XSHE,0.000462008
20230905,301098.XSHE,0.000174598
20230905,301099.XSHE,0
20230905,301100.XSHE,0
20230905,301101.XSHE,0
20230905,301102.XSHE,8.47E-05
20230905,301103.XSHE,0
20230905,301105.XSHE,0
20230905,301106.XSHE,0
20230905,301107.XSHE,0.0005242
20230905,301108.XSHE,0.00039869
20230905,301109.XSHE,0.000370075
20230905,301110.XSHE,0.001420933
20230905,301111.XSHE,0
20230905,301112.XSHE,0.000483847
20230905,301113.XSHE,0.000387915
20230905,301115.XSHE,0
20230905,301116.XSHE,0.000980779
20230905,301117.XSHE,0.000108207
20230905,301118.XSHE,0
20230905,301119.XSHE,0.000537146
20230905,301120.XSHE,0.000404456
20230905,301121.XSHE,0.000588536
20230905,301122.XSHE,5.67E-05
20230905,301123.XSHE,6.65E-05
20230905,301125.XSHE,0.000719435
20230905,301126.XSHE,0
20230905,301127.XSHE,0
20230905,301128.XSHE,0.000115806
20230905,301129.XSHE,0
20230905,301130.XSHE,0
20230905,301131.XSHE,0.000302011
20230905,301132.XSHE,0.000152601
20230905,301133.XSHE,0.000169691
20230905,301135.XSHE,0.000762761
20230905,301136.XSHE,0
20230905,301137.XSHE,0.000874048
20230905,301138.XSHE,2.48E-05
20230905,301139.XSHE,0
20230905,301141.XSHE,0
20230905,301148.XSHE,0.000492659
20230905,301149.XSHE,0
20230905,301150.XSHE,0.00018113
20230905,301151.XSHE,0
20230905,301152.XSHE,1.23E-05
20230905,301153.XSHE,0
20230905,301155.XSHE,0.000413796
20230905,301156.XSHE,0
20230905,301157.XSHE,0.000561854
20230905,301158.XSHE,0
20230905,301159.XSHE,0.000480484
20230905,301160.XSHE,0.000155615
20230905,301161.XSHE,2.89E-05
20230905,301162.XSHE,1.14E-05
20230905,301163.XSHE,0.000240065
20230905,301165.XSHE,0
20230905,301166.XSHE,0
20230905,301167.XSHE,0.000696501
20230905,301168.XSHE,0
20230905,301169.XSHE,2.49E-05
20230905,301170.XSHE,0.000522904
20230905,301171.XSHE,0
20230905,301172.XSHE,0
20230905,301175.XSHE,0
20230905,301176.XSHE,8.62E-06
20230905,301177.XSHE,0
20230905,301178.XSHE,0
20230905,301179.XSHE,0
20230905,301180.XSHE,0
20230905,301181.XSHE,0.000517168
20230905,301182.XSHE,0.000356854
20230905,301183.XSHE,0
20230905,301185.XSHE,0.000153917
20230905,301186.XSHE,2.48E-05
20230905,301187.XSHE,0.000600972
20230905,301188.XSHE,0.000421534
20230905,301189.XSHE,1.79E-05
20230905,301190.XSHE,1.38E-05
20230905,301191.XSHE,0.000116557
20230905,301192.XSHE,0
20230905,301193.XSHE,0
20230905,301195.XSHE,0.000567458
20230905,301196.XSHE,0.000274631
20230905,301197.XSHE,0.000621915
20230905,301198.XSHE,0.00052881
20230905,301199.XSHE,1.10E-05
20230905,301200.XSHE,0.001000142
20230905,301201.XSHE,2.34E-05
20230905,301202.XSHE,0
20230905,301203.XSHE,0.000247673
20230905,301205.XSHE,0
20230905,301206.XSHE,0.000164883
20230905,301207.XSHE,0.000554826
20230905,301208.XSHE,0
20230905,301209.XSHE,0.000650764
20230905,301210.XSHE,0.000179939
20230905,301211.XSHE,0
20230905,301212.XSHE,2.72E-05
20230905,301213.XSHE,0.000622047
20230905,301215.XSHE,8.37E-05
20230905,301216.XSHE,0
20230905,301217.XSHE,0.000363715
20230905,301218.XSHE,0
20230905,301219.XSHE,0.000553091
20230905,301220.XSHE,0.000534591
20230905,301221.XSHE,0.00076281
20230905,301222.XSHE,0.000732712
20230905,301223.XSHE,0.000548077
20230905,301225.XSHE,0
20230905,301226.XSHE,0
20230905,301227.XSHE,0.000100385
20230905,301228.XSHE,0
20230905,301229.XSHE,0.000314193
20230905,301230.XSHE,0.000235918
20230905,301231.XSHE,0
20230905,301232.XSHE,0
20230905,301233.XSHE,0
20230905,301234.XSHE,0.000437368
20230905,301235.XSHE,0
20230905,301236.XSHE,0.000488271
20230905,301237.XSHE,2.64E-05
20230905,301238.XSHE,0.000105022
20230905,301239.XSHE,0.000323666
20230905,301246.XSHE,0.00038979
20230905,301248.XSHE,0
20230905,301252.XSHE,0
20230905,301255.XSHE,0
20230905,301256.XSHE,0
20230905,301257.XSHE,0
20230905,301258.XSHE,0.000248307
20230905,301259.XSHE,0
20230905,301260.XSHE,0.000151104
20230905,301261.XSHE,0
20230905,301262.XSHE,0
20230905,301263.XSHE,0
20230905,301265.XSHE,0
20230905,301266.XSHE,0.000431886
20230905,301267.XSHE,0.000734141
20230905,301268.XSHE,0.000852954
20230905,301269.XSHE,0
20230905,301270.XSHE,0
20230905,301272.XSHE,0.000318312
20230905,301273.XSHE,0
20230905,301276.XSHE,0
20230905,301277.XSHE,0
20230905,301278.XSHE,0.000300442
20230905,301279.XSHE,0.000416732
20230905,301280.XSHE,0.000839039
20230905,301281.XSHE,5.71E-05
20230905,301282.XSHE,0.000124301
20230905,301283.XSHE,0.00057972
20230905,301285.XSHE,4.89E-05
20230905,301286.XSHE,0.000848499
20230905,301287.XSHE,0.000201931
20230905,301288.XSHE,0
20230905,301289.XSHE,1.64E-05
20230905,301290.XSHE,0.000110139
20230905,301291.XSHE,0
20230905,301292.XSHE,0
20230905,301293.XSHE,0.000165772
20230905,301295.XSHE,9.79E-05
20230905,301296.XSHE,0.000317063
20230905,301297.XSHE,0.000569337
20230905,301298.XSHE,0
20230905,301299.XSHE,0.000428873
20230905,301300.XSHE,0.000311018
20230905,301301.XSHE,0
20230905,301302.XSHE,0
20230905,301303.XSHE,0
20230905,301305.XSHE,0
20230905,301306.XSHE,0
20230905,301307.XSHE,3.10E-06
20230905,301308.XSHE,0.000605662
20230905,301309.XSHE,0.000454926
20230905,301310.XSHE,0
20230905,301311.XSHE,0
20230905,301312.XSHE,0
20230905,301313.XSHE,0.000447846
20230905,301314.XSHE,0
20230905,301315.XSHE,0
20230905,301316.XSHE,0.000632506
20230905,301317.XSHE,0
20230905,301318.XSHE,0
20230905,301319.XSHE,0
20230905,301320.XSHE,0.000206934
20230905,301321.XSHE,0
20230905,301322.XSHE,0.000441691
20230905,301323.XSHE,0.000613743
20230905,301325.XSHE,0
20230905,301326.XSHE,0.000373217
20230905,301327.XSHE,0.000237884
20230905,301328.XSHE,0
20230905,301329.XSHE,0.000608514
20230905,301330.XSHE,0
20230905,301331.XSHE,0.000433544
20230905,301332.XSHE,0.000391744
20230905,301333.XSHE,0
20230905,301335.XSHE,0.000622758
20230905,301336.XSHE,0.000645352
20230905,301337.XSHE,0
20230905,301338.XSHE,0.000519843
20230905,301339.XSHE,0
20230905,301345.XSHE,0.000840043
20230905,301348.XSHE,0.000217549
20230905,301349.XSHE,0
20230905,301353.XSHE,0.000414216
20230905,301355.XSHE,0
20230905,301356.XSHE,7.12E-05
20230905,301357.XSHE,0
20230905,301358.XSHE,0
20230905,301359.XSHE,0.000222176
20230905,301360.XSHE,0
20230905,301361.XSHE,0.000276028
20230905,301362.XSHE,0.000345318
20230905,301363.XSHE,2.96E-05
20230905,301365.XSHE,1.62E-05
20230905,301366.XSHE,2.32E-05
20230905,301367.XSHE,0.000497255
20230905,301368.XSHE,0
20230905,301369.XSHE,0
20230905,301370.XSHE,0.000911849
20230905,301371.XSHE,0.000358902
20230905,301372.XSHE,0
20230905,301373.XSHE,0.00040708
20230905,301376.XSHE,0.000283228
20230905,301377.XSHE,4.52E-05
20230905,301378.XSHE,0
20230905,301379.XSHE,0.00058685
20230905,301380.XSHE,0.00043754
20230905,301381.XSHE,0.000396045
20230905,301382.XSHE,0
20230905,301383.XSHE,0
20230905,301386.XSHE,0
20230905,301387.XSHE,0.000159232
20230905,301388.XSHE,0
20230905,301389.XSHE,0.000303521
20230905,301390.XSHE,0
20230905,301391.XSHE,0
20230905,301393.XSHE,0
20230905,301395.XSHE,0.000205885
20230905,301396.XSHE,0.000415238
20230905,301397.XSHE,7.92E-05
20230905,301398.XSHE,0.001812274
20230905,301399.XSHE,0
20230905,301408.XSHE,0.000562108
20230905,301418.XSHE,0
20230905,301419.XSHE,0.000101891
20230905,301421.XSHE,0
20230905,301428.XSHE,0
20230905,301429.XSHE,0
20230905,301439.XSHE,0
20230905,301446.XSHE,0
20230905,301448.XSHE,4.77E-05
20230905,301456.XSHE,0
20230905,301468.XSHE,0
20230905,301469.XSHE,0.000105025
20230905,301486.XSHE,0.000988659
20230905,301487.XSHE,0
20230905,301488.XSHE,0.000429406
20230905,301498.XSHE,0.000313021
20230905,301499.XSHE,0.000234205
20230905,301503.XSHE,0
20230905,301505.XSHE,8.80E-05
20230905,301509.XSHE,3.67E-05
20230905,301510.XSHE,0.000222936
20230905,301511.XSHE,0.000216036
20230905,301512.XSHE,0.000190644
20230905,301515.XSHE,0
20230905,301518.XSHE,0
20230905,301519.XSHE,0.000307717
20230905,301525.XSHE,0.000134859
20230905,301528.XSHE,8.25E-05
20230905,301533.XSHE,0
20230905,600000.XSHG,0.000133517
20230905,600004.XSHG,0
20230905,600006.XSHG,0
20230905,600007.XSHG,0
20230905,600008.XSHG,0
20230905,600009.XSHG,0
20230905,600010.XSHG,8.61E-05
20230905,600011.XSHG,0.000638711
20230905,600012.XSHG,0
20230905,600015.XSHG,0
20230905,600016.XSHG,0
20230905,600017.XSHG,0
20230905,600018.XSHG,0
20230905,600019.XSHG,8.33E-05
20230905,600020.XSHG,0
20230905,600021.XSHG,0
20230905,600022.XSHG,0.000993766
20230905,600023.XSHG,0.000151131
20230905,600025.XSHG,0
20230905,600026.XSHG,0.000463074
20230905,600027.XSHG,0
20230905,600028.XSHG,8.16E-05
